City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Bay Shore,67539,New York,6.8,6.5,5.4,6.5,7.3,7.4,15.9,13.2,14.8,11.5,6.5,3.3,1.4,28883
Castleton On Hudson,67417,New York,6.7,6.6,6.3,6.6,6.2,4.8,12.0,9.8,19.1,12.8,4.3,5.9,5.6,1337
Saratoga Springs,67303,New York,4.6,4.5,4.5,4.5,7.0,9.5,14.5,11.4,12.5,13.3,9.6,5.0,3.7,26998
Sackets Harbor,67206,New York,6.7,3.4,6.8,3.4,7.9,6.1,21.2,11.9,12.1,12.2,6.8,4.4,0.5,1434
Freeport,67056,New York,6.9,6.1,6.8,6.1,6.2,6.8,13.3,14.7,14.4,10.5,8.4,4.4,1.7,43168
Tillson,67045,New York,5.4,1.0,6.9,1.0,7.9,8.4,12.5,12.8,12.5,15.5,6.9,9.1,1.3,1604
Scotchtown,67017,New York,6.5,5.2,8.1,5.2,9.7,6.5,11.1,16.2,14.0,10.2,9.9,1.9,0.7,9132
Hillside Lake,66979,New York,8.0,2.8,5.7,2.8,11.7,3.8,7.1,7.4,25.7,13.2,6.2,7.7,0.9,1089
North Amityville,66915,New York,7.9,6.3,7.6,6.3,6.1,9.2,14.5,14.1,11.4,10.8,5.9,3.4,2.8,19608
North Boston,66795,New York,2.1,2.5,7.0,2.5,6.0,3.3,10.3,14.5,9.6,17.7,17.9,6.6,2.7,2487
Saugerties South,66790,New York,2.0,5.7,6.2,5.7,8.7,6.2,8.3,11.6,17.3,17.1,7.7,4.8,4.6,1977
Unionville,66667,New York,9.1,7.2,7.7,7.2,3.1,8.5,8.2,15.3,12.6,15.5,7.7,2.8,2.5,613
Tribes Hill,66574,New York,0.5,9.2,6.7,9.2,4.9,9.4,11.4,16.3,20.2,2.5,5.2,11.2,2.6,1110
Holland Patent,66458,New York,1.6,5.3,7.7,5.3,7.7,5.6,8.0,13.8,15.4,12.0,10.4,9.8,2.7,376
North Ballston Spa,66250,New York,9.6,1.5,6.1,1.5,8.7,13.1,9.5,5.5,17.9,13.0,8.3,4.0,2.7,1489
Billington Heights,66027,New York,9.9,5.7,3.8,5.7,3.2,4.6,12.3,10.2,11.9,20.2,9.1,5.7,3.4,1445
Warwick,65720,New York,4.4,5.6,6.9,5.6,8.3,3.6,6.7,12.9,13.3,13.1,11.8,6.1,7.3,6783
Central Islip,65695,New York,9.3,6.8,6.9,6.8,6.6,8.1,16.5,14.0,13.1,9.7,5.3,2.7,1.0,36233
Town Line,65488,New York,1.8,3.6,10.0,3.6,6.2,7.0,5.9,10.1,18.9,19.5,10.7,5.0,1.5,2491
South Hill,65313,New York,1.6,1.4,2.3,1.4,47.0,22.0,4.2,4.6,3.8,6.4,2.8,1.8,2.1,6380
Glen Cove,65267,New York,6.2,6.0,5.5,6.0,5.4,6.2,15.9,12.2,12.6,12.1,8.5,5.9,3.6,27161
Minetto,65221,New York,3.8,6.8,5.8,6.8,8.0,3.4,7.8,13.7,15.3,18.0,14.4,2.8,0.3,979
Big Flats,65045,New York,8.2,6.1,7.6,6.1,3.3,5.3,9.9,10.1,14.8,16.2,10.5,6.2,1.9,5247
East Aurora,65045,New York,5.6,5.2,8.3,5.2,6.0,4.6,9.2,10.8,18.3,14.0,7.5,7.7,2.9,6255
Eggertsville,64957,New York,7.3,5.5,5.7,5.5,5.7,7.0,13.5,11.9,14.9,12.3,8.3,4.9,2.9,15357
Walden,64924,New York,6.2,4.2,7.4,4.2,10.4,8.7,12.8,14.6,14.5,12.1,4.2,3.9,1.3,6919
Chittenango,64720,New York,7.2,7.3,7.2,7.3,7.2,2.5,12.7,12.4,16.3,13.2,7.7,4.8,1.6,5052
Germantown,64583,New York,10.2,8.9,4.7,8.9,6.1,1.4,9.4,18.1,11.1,19.0,6.0,2.0,3.2,973
Mastic Beach,64434,New York,7.2,7.6,8.3,7.6,8.2,6.9,12.9,14.9,15.1,11.7,4.2,1.9,1.2,14880
Wanakah,64423,New York,1.1,3.3,6.9,3.3,11.1,5.1,10.8,13.0,14.5,14.9,8.7,7.7,3.0,3107
Churchville,64079,New York,4.1,7.5,8.1,7.5,4.4,6.5,9.6,16.8,16.8,11.6,7.5,5.2,2.2,1997
New Windsor,64069,New York,7.1,4.9,5.0,4.9,5.0,6.5,13.0,12.8,15.5,14.5,6.5,6.1,3.2,8520
Viola,64063,New York,8.4,10.6,9.6,10.6,14.5,8.2,8.3,6.5,11.9,9.0,5.9,4.4,2.5,6558
Harriman,63906,New York,3.7,7.4,7.5,7.4,7.7,9.3,14.0,18.9,15.2,8.3,3.8,3.1,1.2,2771
Avon,63900,New York,5.0,6.7,8.4,6.7,4.8,8.6,12.0,13.0,12.8,13.4,6.3,5.8,3.4,3357
Eden,63734,New York,2.5,4.2,10.8,4.2,9.9,4.4,8.4,9.6,16.0,18.0,8.3,5.4,2.6,3214
Marlboro,63713,New York,7.9,7.5,7.5,7.5,6.5,5.4,8.7,13.4,12.9,12.0,8.7,6.1,3.4,3373
Wilmington,63661,New York,3.5,6.9,4.4,6.9,9.7,4.7,11.2,14.6,20.2,11.9,5.0,5.1,2.7,955
Fort Johnson,63333,New York,4.9,8.6,3.6,8.6,8.1,8.6,7.5,15.4,15.2,12.2,7.1,6.0,2.8,533
Beacon,63284,New York,6.2,4.2,4.4,4.2,7.7,6.5,16.1,12.3,16.0,11.9,8.0,4.5,2.3,14437
Nyack,63173,New York,7.2,4.5,4.6,4.5,6.0,2.3,17.4,15.4,17.1,11.7,5.9,3.5,4.4,6857
Roosevelt,62566,New York,7.4,7.5,7.6,7.5,7.6,7.8,16.5,13.2,15.7,7.2,5.8,2.9,1.0,16554
Hamilton,62500,New York,3.1,2.7,1.5,2.7,30.1,30.9,7.4,5.7,5.2,5.2,3.0,3.7,1.8,4070
Menands,62486,New York,7.9,4.5,5.5,4.5,3.0,7.9,22.5,12.5,11.3,13.4,6.1,4.3,1.2,4004
Great Bend,62464,New York,10.3,7.7,8.9,7.7,2.7,7.0,16.7,10.4,17.1,3.8,8.5,5.8,1.1,1073
Union Springs,62396,New York,3.5,6.5,6.3,6.5,12.0,9.1,6.3,12.7,17.2,9.0,8.8,7.4,1.1,1330
Leicester,62250,New York,3.4,4.4,7.8,4.4,6.4,7.0,10.6,10.2,19.7,8.0,12.9,7.8,1.6,498
Glens Falls North,62230,New York,6.3,4.9,6.3,4.9,6.7,5.3,11.0,9.9,14.4,14.8,10.6,6.4,3.4,8645
Mannsville,62188,New York,9.6,9.9,7.2,9.9,4.5,3.6,11.1,15.1,18.4,9.3,2.7,6.9,1.5,332
Aquebogue,62109,New York,8.4,3.3,3.1,3.3,7.8,13.5,17.5,3.7,10.8,19.9,3.8,7.5,0.7,2012
Morristown,62083,New York,3.3,4.9,2.8,4.9,8.6,6.5,8.9,19.6,10.5,16.4,11.7,6.5,0.2,428
Milton CDP,62031,New York,3.3,4.5,4.8,4.5,7.0,6.5,12.0,12.1,20.5,17.1,6.9,4.5,0.9,1529
Brighton,61891,New York,5.4,4.6,4.9,4.6,7.1,7.9,16.2,11.4,11.7,12.5,7.0,5.8,5.7,36870
Chester,61875,New York,3.5,1.8,6.0,1.8,9.6,5.9,13.7,18.7,13.4,17.3,5.2,3.0,2.0,3943
Greenwich,61875,New York,7.3,7.5,4.6,7.5,5.2,8.1,12.2,11.4,15.8,15.0,6.8,3.8,2.4,1947
Candor,61750,New York,9.0,9.4,6.5,9.4,1.7,6.2,13.9,16.8,11.8,12.3,7.1,4.0,1.4,722
Jamestown West,61607,New York,3.2,5.1,3.2,5.1,5.8,3.8,9.7,9.6,17.2,19.6,10.9,9.0,3.1,2146
Meridian,61500,New York,3.0,6.0,10.5,6.0,6.7,2.6,10.9,13.9,18.7,15.7,4.9,4.5,2.6,267
Nichols,61429,New York,1.5,5.8,12.6,5.8,6.6,4.1,8.1,20.3,16.7,11.8,7.4,4.3,0.8,484
Clarkson,61138,New York,5.5,8.3,7.9,8.3,8.3,6.5,5.7,14.5,18.1,9.7,8.6,5.2,1.8,4546
Yonkers,61132,New York,6.8,6.1,5.6,6.1,6.6,6.3,14.3,13.3,13.9,11.8,8.3,4.7,2.4,198654
Flanders,60917,New York,7.4,9.4,10.4,9.4,5.2,6.1,13.5,20.4,14.0,4.0,7.2,1.8,0.7,4851
Munnsville,60893,New York,7.0,5.9,10.2,5.9,11.0,6.1,15.0,19.7,11.2,5.7,5.3,2.1,0.9,473
Hagaman,60833,New York,4.9,2.3,2.7,2.3,3.9,8.6,8.2,7.2,18.2,20.8,12.3,7.6,3.4,1284
Farnham,60795,New York,4.6,4.6,4.6,4.6,5.4,9.1,15.5,12.0,15.0,18.7,4.0,3.5,3.2,374
Williamsville,60700,New York,2.7,2.4,5.6,2.4,4.7,4.5,17.5,7.5,15.0,16.1,10.6,7.3,6.2,5286
Wyandanch,60673,New York,7.0,6.4,8.0,6.4,6.7,11.1,15.4,13.7,14.3,9.3,5.4,2.2,0.6,11187
Rosendale Hamlet,60486,New York,9.0,8.3,3.8,8.3,2.9,6.9,15.5,15.5,9.2,10.6,10.1,7.2,1.0,1495
Minoa,60479,New York,6.6,8.3,6.1,8.3,3.5,3.6,14.6,14.4,11.4,16.8,7.1,5.3,2.4,3492
Woodstock,60357,New York,1.6,1.0,1.7,1.0,0.7,0.6,8.2,9.1,14.6,26.9,24.1,10.5,0.9,1922
Stillwater,60350,New York,7.5,7.5,6.8,7.5,7.2,7.7,13.7,11.1,13.0,12.3,7.9,3.4,2.0,1880
Broadalbin,60304,New York,8.3,7.0,7.4,7.0,6.9,7.6,16.7,15.8,11.3,4.6,6.9,6.5,1.3,1649
Morrisonville,60278,New York,7.4,11.2,1.6,11.2,6.7,4.2,18.5,17.5,4.0,12.7,7.8,6.7,1.9,1730
Lake Erie Beach,60206,New York,5.3,3.9,6.1,3.9,5.4,9.1,11.4,8.6,13.6,20.0,10.1,5.4,1.2,4068
Clinton,59883,New York,3.8,5.1,5.8,5.1,5.8,5.3,9.4,11.0,19.8,17.0,9.4,5.8,1.9,1979
Fairmount,59505,New York,4.0,4.5,6.8,4.5,8.0,4.6,12.5,14.0,15.6,11.4,8.8,6.7,3.2,10120
Rotterdam,59262,New York,5.4,4.8,6.0,4.8,6.3,5.4,12.4,12.8,16.0,12.9,8.1,6.7,3.3,20956
East Nassau,59250,New York,4.3,7.9,8.8,7.9,9.0,5.8,6.8,15.9,17.9,10.1,9.4,3.1,1.1,636
Glasco,59223,New York,4.1,5.0,8.8,5.0,5.2,3.5,12.1,16.6,13.2,10.4,7.0,10.4,3.7,2465
Youngstown,59185,New York,4.6,6.2,9.5,6.2,6.2,3.2,7.8,10.6,16.6,13.4,11.3,6.8,3.7,2002
Otego,59081,New York,3.5,7.7,8.6,7.7,4.3,4.6,6.2,17.8,15.1,16.5,9.3,3.8,2.7,1179
Northeast Ithaca,59071,New York,6.1,6.5,7.0,6.5,6.5,13.6,14.0,18.0,11.4,9.2,4.4,3.1,0.4,3092
Millbrook,59038,New York,6.4,4.6,3.3,4.6,5.3,6.2,11.7,8.2,17.2,10.3,14.1,7.9,4.9,1510
Lake George,58889,New York,3.5,1.3,3.0,1.3,10.8,4.0,15.9,9.2,21.2,16.7,6.4,6.9,1.0,932
East Hampton North,58886,New York,3.6,5.5,8.1,5.5,8.1,2.4,11.2,14.6,17.3,15.5,6.4,6.2,1.2,4201
Sleepy Hollow,58672,New York,6.0,7.4,7.9,7.4,5.9,5.4,11.9,14.1,15.6,10.8,6.0,5.1,4.0,10002
Fairview,58603,New York,5.3,7.0,6.7,7.0,7.9,14.0,11.7,12.1,14.5,11.2,5.2,3.3,1.1,5554
Freeville,58438,New York,5.9,1.8,6.8,1.8,6.8,8.1,12.4,13.6,19.9,15.4,2.9,5.2,1.3,558
West Seneca,58392,New York,4.9,5.8,6.0,5.8,4.9,6.2,11.5,11.2,15.0,14.1,10.6,6.9,3.0,44902
Esperance,58281,New York,4.6,15.5,7.6,15.5,5.9,2.8,13.2,18.6,11.5,10.2,6.6,1.5,2.0,393
Great Neck Plaza,58276,New York,7.2,2.1,5.2,2.1,2.5,2.2,13.3,13.9,12.8,10.6,10.9,9.4,10.0,6823
Hilton,58250,New York,4.5,7.7,5.7,7.7,7.8,8.5,9.4,13.2,16.9,12.0,7.6,4.4,2.4,5954
Bedford Hills,58139,New York,7.4,8.5,5.7,8.5,8.4,2.5,16.2,16.4,14.2,10.0,4.8,4.9,1.0,3146
Ransomville,57955,New York,3.5,3.2,8.7,3.2,6.3,9.9,7.5,6.0,21.3,18.1,11.7,2.8,1.1,1421
Ridge,57848,New York,5.6,3.8,5.6,3.8,4.9,6.1,9.3,10.3,14.3,13.0,12.2,10.5,4.6,12921
Pawling,57847,New York,7.9,6.7,4.2,6.7,6.6,12.1,5.3,12.2,15.0,15.4,8.0,4.7,1.9,2297
Fabius,57841,New York,6.5,6.8,10.1,6.8,4.9,5.7,9.0,8.2,18.8,15.0,7.9,5.7,1.6,368
Verplanck,57566,New York,8.7,5.6,7.4,5.6,4.4,5.3,11.5,12.8,18.7,14.7,5.5,3.2,2.3,1634
North Hornell,57500,New York,5.4,6.7,7.6,6.7,2.9,1.9,11.9,13.5,12.8,13.5,9.8,8.2,5.9,748
Pleasant Valley,57500,New York,5.1,7.7,9.3,7.7,2.8,3.7,15.6,16.4,12.9,11.4,4.4,9.7,0.9,1308
Highland,57426,New York,9.1,5.9,5.9,5.9,2.6,7.7,13.5,13.6,12.5,13.6,5.4,4.7,5.5,5315
Liverpool,57378,New York,3.3,2.6,4.2,2.6,5.3,5.0,15.1,10.4,15.6,18.0,11.6,4.4,4.5,2240
Black River,57344,New York,5.0,10.6,6.3,10.6,7.6,7.5,12.5,13.8,11.1,12.3,8.5,3.4,1.5,1374
Wilson,57292,New York,3.8,5.8,6.8,5.8,6.4,2.7,9.0,13.4,15.4,18.0,13.0,3.5,2.3,1202
Scotia,57179,New York,6.0,8.8,6.6,8.8,5.2,6.1,12.0,12.9,18.7,10.5,7.6,3.0,2.6,7742
Lakeland,57174,New York,3.0,5.2,4.3,5.2,3.6,5.5,9.0,11.2,13.0,21.0,13.5,7.7,3.1,2580
Nassau,56932,New York,5.3,4.0,5.2,4.0,6.0,3.6,13.8,16.8,12.6,16.0,13.5,2.4,1.0,1103
Greenport,56923,New York,9.8,3.9,2.9,3.9,4.4,1.9,15.4,18.8,11.3,15.8,6.8,6.1,3.0,2369
Adams Center,56786,New York,7.0,6.6,0.6,6.6,3.4,3.8,19.1,14.6,18.8,13.4,7.8,2.3,2.6,1996
De Kalb Junction,56750,New York,3.0,4.3,7.8,4.3,4.8,6.0,21.9,19.4,19.6,7.8,3.3,1.0,1.3,398
Haverstraw,56714,New York,7.5,7.6,6.2,7.6,5.3,10.4,16.4,12.3,12.3,10.6,5.6,3.7,2.3,12060
Sherrill,56625,New York,4.1,5.0,7.4,5.0,5.4,5.9,7.0,13.3,19.2,13.4,11.1,5.7,2.4,3072
Valatie,56548,New York,6.2,6.4,7.7,6.4,6.6,3.8,11.1,13.2,9.2,11.2,5.9,11.4,7.3,1791
Greenport West,56528,New York,3.9,3.0,2.6,3.0,5.1,1.5,8.4,6.1,10.7,12.6,15.4,13.0,17.6,1936
Hamlin,56513,New York,5.2,10.0,7.1,10.0,7.0,9.1,9.5,14.9,14.8,12.5,6.2,3.6,0.2,5508
Attica,56481,New York,6.8,7.9,4.9,7.9,8.1,6.9,14.4,11.6,14.1,13.3,6.2,5.1,0.9,2609
Rouses Point,56288,New York,5.5,5.0,5.5,5.0,4.8,6.6,16.8,9.1,13.8,16.9,8.9,6.1,1.2,2336
Chaumont,56250,New York,15.0,5.1,0.6,5.1,3.3,10.8,14.4,8.3,12.6,13.0,4.3,10.1,2.6,701
Cuylerville,56250,New York,14.2,2.7,2.7,2.7,0.9,10.8,17.2,1.8,9.9,25.9,7.2,3.0,3.6,332
Galway,56250,New York,11.9,10.7,3.3,10.7,6.6,4.5,13.6,14.4,11.9,11.9,7.8,2.5,0.8,243
Oriskany,56167,New York,3.3,5.2,7.1,5.2,3.7,4.5,14.2,9.8,12.8,13.5,11.2,6.7,8.2,1263
Brewerton,56143,New York,10.8,5.1,5.8,5.1,7.5,8.2,17.8,13.7,9.7,10.7,6.9,2.2,1.7,4289
Port Chester,56134,New York,6.1,6.4,5.8,6.4,6.0,6.7,17.5,16.7,13.5,10.6,5.7,3.5,1.6,29275
Maybrook,56129,New York,6.1,5.4,8.3,5.4,8.0,8.1,13.6,13.4,14.5,11.8,5.4,3.7,1.7,3022
Weedsport,56010,New York,3.6,4.9,5.1,4.9,8.7,8.9,9.3,10.5,20.2,12.4,8.8,6.7,0.9,1910
Preston-Potter Hollow,55833,New York,0.9,7.1,4.8,7.1,8.2,3.4,6.8,13.0,13.8,11.3,18.9,10.7,1.1,354
Sodus Point,55833,New York,7.1,2.5,6.0,2.5,7.4,3.1,7.9,12.7,13.5,19.0,11.9,6.0,2.9,1093
Oriskany Falls,55592,New York,9.5,8.3,8.1,8.3,3.2,8.9,17.0,8.3,11.6,9.2,8.5,5.9,1.7,836
Pavilion,55568,New York,3.3,11.4,6.4,11.4,5.8,8.9,9.9,10.4,10.3,14.9,10.1,7.9,0.8,517
Hammondsport,55521,New York,0.7,6.4,6.2,6.4,4.5,6.8,5.4,5.8,15.3,25.3,14.7,7.2,1.8,708
Cooperstown,55417,New York,3.2,2.4,3.8,2.4,6.9,7.5,9.9,7.0,15.4,22.0,9.3,7.5,5.1,2133
Wampsville,55417,New York,3.9,2.1,2.7,2.1,5.3,7.2,13.1,5.3,22.4,16.4,10.9,7.8,2.9,513
Coxsackie,55347,New York,9.0,3.8,3.9,3.8,8.3,5.4,13.3,15.0,12.9,12.2,9.4,4.3,2.5,2767
West Winfield,55313,New York,8.4,7.1,4.2,7.1,4.1,3.7,15.5,10.9,10.4,11.2,11.1,8.4,5.1,787
Scottsville,55278,New York,5.4,7.1,7.7,7.1,7.5,6.3,10.6,15.1,13.7,13.7,6.9,4.6,1.4,2446
Shortsville,55278,New York,4.0,7.1,5.6,7.1,6.7,9.3,6.5,9.2,16.5,18.9,10.7,3.0,2.5,1387
Inwood,55237,New York,7.2,9.3,6.1,9.3,9.5,6.4,13.6,13.7,13.9,9.2,5.8,4.5,1.1,9609
Schuylerville,55119,New York,8.9,6.7,5.9,6.7,5.3,6.0,20.5,10.9,14.5,10.1,5.5,3.7,2.0,1667
Island Park,55109,New York,5.1,6.2,4.1,6.2,5.0,6.3,8.7,15.2,14.7,16.3,10.4,5.2,2.9,4686
Barneveld,55000,New York,4.4,7.1,2.7,7.1,6.7,4.9,4.9,8.0,18.2,14.2,15.6,6.7,6.7,225
Evans Mills,55000,New York,6.5,7.1,4.4,7.1,2.7,6.3,19.5,9.0,13.6,15.5,5.2,7.3,2.7,477
Green Island,55000,New York,7.2,4.2,6.4,4.2,2.5,15.9,15.1,14.2,16.4,6.9,6.0,4.3,1.1,2612
Scio,55000,New York,1.5,2.6,4.8,2.6,9.8,1.5,9.1,11.3,22.0,21.3,7.6,4.1,4.4,460
High Falls,54844,New York,0.5,1.1,2.7,1.1,9.6,3.9,17.5,7.2,24.5,4.6,13.3,12.9,2.2,738
Parish,54844,New York,8.9,6.1,6.4,6.1,5.9,3.6,11.2,16.1,20.6,8.7,7.9,3.4,1.3,529
Mechanicstown,54837,New York,6.1,3.8,5.9,3.8,6.0,6.1,14.2,14.4,12.1,12.2,9.0,4.9,5.5,7030
Endwell,54775,New York,3.8,6.7,7.2,6.7,6.0,5.7,9.9,10.4,17.8,13.8,9.4,6.3,3.2,11315
Fair Haven,54667,New York,3.2,2.1,4.4,2.1,8.2,5.4,7.5,8.3,18.5,17.2,17.0,4.3,3.9,746
Alexander,54500,New York,5.3,10.6,9.1,10.6,10.4,5.3,10.8,12.3,14.4,11.0,4.9,4.7,1.1,528
Tonawanda CDP,54498,New York,4.4,4.6,6.6,4.6,5.4,6.2,13.3,11.0,15.1,14.1,8.4,7.8,3.4,58204
Windsor,54327,New York,3.6,8.9,7.9,8.9,7.9,1.9,9.8,20.0,14.6,11.2,7.2,6.2,1.0,1005
Marcellus,54309,New York,4.8,6.2,5.8,6.2,6.9,5.8,12.9,7.2,16.5,12.8,10.1,6.2,4.8,1700
Port Ewen,54306,New York,1.9,5.8,7.7,5.8,2.9,3.1,15.1,9.5,18.5,14.5,11.1,8.1,2.0,3393
West Hurley,54258,New York,1.0,3.6,6.1,3.6,4.2,4.6,8.6,2.8,18.2,23.7,15.6,10.4,1.4,1915
Verona,54250,New York,2.8,4.3,5.7,4.3,5.7,4.0,8.3,12.3,12.2,15.3,17.2,9.4,2.8,576
South Corning,54231,New York,5.8,5.5,3.3,5.5,2.9,9.5,12.1,11.3,10.8,17.4,11.6,6.5,3.3,1029
Wappingers Falls,54206,New York,5.9,5.6,4.0,5.6,6.6,9.3,16.1,13.0,13.3,11.0,6.9,4.8,3.5,5377
Fort Edward,54145,New York,2.8,3.9,9.7,3.9,6.2,4.8,14.1,15.0,16.1,13.1,6.8,3.4,4.1,3326
Wurtsboro,54118,New York,7.6,4.2,4.1,4.2,4.0,7.6,11.7,13.7,14.8,13.0,13.1,4.6,1.7,1086
Gates,53942,New York,5.0,1.9,7.5,1.9,7.8,4.9,10.7,15.3,12.1,14.0,13.2,5.5,2.3,5049
Houghton,53929,New York,3.0,2.5,2.6,2.5,35.7,26.0,2.9,5.7,3.5,7.7,1.2,5.6,3.7,1763
Castile,53917,New York,5.8,4.2,4.6,4.2,5.6,5.7,13.6,11.2,16.6,17.4,6.8,7.0,1.4,969
Constantia,53750,New York,4.6,1.9,2.9,1.9,2.0,2.9,21.5,9.2,24.5,17.6,9.6,2.5,1.0,972
Irondequoit,53729,New York,5.3,5.0,6.0,5.0,6.3,5.0,13.1,11.7,14.9,14.2,8.6,6.4,3.8,51594
Angola,53708,New York,4.3,6.2,10.7,6.2,4.0,6.5,12.2,14.7,11.9,13.2,8.6,5.8,1.9,1813
Mayfield,53684,New York,3.9,4.2,1.4,4.2,5.8,8.4,14.7,10.6,24.7,11.5,4.7,8.7,1.6,795
Pine Plains,53646,New York,4.9,8.5,5.9,8.5,5.1,4.0,10.9,12.8,14.4,15.0,10.0,4.5,4.0,1481
Horseheads,53620,New York,5.1,7.1,5.1,7.1,4.1,5.8,16.9,8.7,14.6,9.6,7.8,9.1,6.2,6593
Fishkill,53598,New York,4.6,5.4,8.0,5.4,7.3,4.8,11.3,16.7,16.4,10.1,4.5,4.9,5.9,1923
Portville,53571,New York,10.3,6.5,7.3,6.5,8.2,4.6,10.8,12.3,14.5,8.0,9.9,5.4,2.3,1135
Perrysburg,53472,New York,8.4,7.1,5.8,7.1,2.6,9.4,8.1,16.2,9.7,18.5,5.5,4.2,4.2,308
Addison,53450,New York,4.6,7.0,10.5,7.0,7.2,4.8,12.8,11.9,11.3,14.5,8.5,4.3,2.6,1809
Moravia,53438,New York,3.5,4.5,6.2,4.5,7.6,4.9,15.7,8.2,17.0,12.9,8.3,8.7,2.5,1512
Shokan,53430,New York,1.5,5.1,3.5,5.1,5.7,5.0,14.5,7.6,23.1,11.8,6.8,10.4,5.1,941
Riverhead,53403,New York,5.3,6.5,6.0,6.5,5.7,7.3,15.7,10.6,13.4,10.6,9.3,6.6,3.0,14354
Sanborn,53311,New York,6.2,1.6,0.9,1.6,9.6,9.4,10.9,3.4,15.0,23.6,8.6,9.5,1.4,1235
West Glens Falls,53307,New York,6.0,8.0,7.7,8.0,5.0,7.2,9.1,14.2,17.2,12.3,6.6,4.4,2.4,7359
Holcomb,53188,New York,4.2,8.5,6.8,8.5,7.0,10.4,9.2,11.1,16.6,14.1,6.3,3.9,2.0,1581
Bergen,53182,New York,6.7,7.2,7.1,7.2,10.6,9.0,10.4,13.0,13.8,10.8,7.1,3.2,1.0,1305
Hannawa Falls,53167,New York,4.9,5.9,5.2,5.9,3.8,8.5,6.9,4.5,17.2,14.4,19.6,7.2,1.8,980
Holland,53125,New York,3.5,10.5,7.4,10.5,6.5,1.5,13.5,16.3,15.4,11.7,7.7,4.5,1.5,1253
Jefferson Heights,53077,New York,1.6,2.9,12.5,2.9,5.8,2.3,16.2,4.3,10.5,8.4,12.1,13.1,10.5,1019
Le Roy,52961,New York,4.6,8.5,5.1,8.5,8.4,7.7,8.2,15.6,13.0,12.2,8.5,5.1,3.1,4348
Lewiston,52926,New York,2.6,7.1,2.2,7.1,4.6,7.9,7.7,10.4,14.7,16.0,12.8,9.3,4.9,2702
Cassadaga,52917,New York,2.8,6.2,6.5,6.2,11.8,4.3,9.5,11.3,13.8,10.8,14.5,6.8,1.5,600
Lacona,52917,New York,8.2,6.1,4.4,6.1,7.3,4.8,14.8,11.9,19.5,12.6,5.8,2.6,2.1,621
Dryden,52847,New York,5.7,9.2,5.4,9.2,6.6,5.7,14.3,7.2,16.3,17.6,6.0,4.7,1.3,2100
Ballston Spa,52770,New York,3.7,4.9,6.2,4.9,3.6,11.8,13.3,15.6,12.7,9.5,7.3,6.4,4.7,5298
Jordan,52768,New York,5.8,8.0,7.2,8.0,5.6,5.0,10.1,15.0,17.3,15.6,5.3,2.7,2.3,1390
New York,52737,New York,6.5,5.7,5.6,5.7,6.0,7.7,17.4,14.0,13.4,11.2,6.8,3.9,1.8,8354889
Heuvelton,52708,New York,5.4,6.3,6.6,6.3,6.6,4.6,12.1,14.1,11.8,17.9,5.4,7.1,2.0,743
Argyle,52656,New York,6.9,6.9,6.9,6.9,5.7,3.5,15.7,17.6,13.8,6.0,7.6,6.6,2.8,318
New Hartford,52652,New York,1.3,6.1,8.0,6.1,8.0,2.7,10.5,12.0,13.8,16.2,7.2,8.3,6.0,1767
Brownville,52614,New York,1.4,5.9,9.8,5.9,8.2,6.9,6.9,13.7,18.1,10.4,11.3,6.0,1.4,922
Weston Mills,52292,New York,1.2,3.0,4.2,3.0,6.2,6.8,9.6,10.8,10.2,19.3,16.0,8.2,4.7,1346
Livonia,52273,New York,7.6,9.7,5.8,9.7,4.0,5.7,16.7,16.0,13.2,11.4,5.4,3.1,1.3,1322
Antwerp,52250,New York,4.1,5.6,6.5,5.6,9.8,6.5,17.0,12.0,11.3,12.6,12.0,2.2,0.4,540
Arkport,52250,New York,8.4,8.4,6.0,8.4,6.1,2.0,14.0,12.5,14.3,10.2,9.0,6.6,2.4,785
Phelps,52209,New York,4.3,6.6,6.5,6.6,6.5,7.1,10.4,15.2,14.0,13.3,8.6,2.7,4.7,2008
Dover Plains,52202,New York,3.1,2.2,1.9,2.2,5.5,2.4,7.8,6.9,23.5,25.0,11.2,6.9,3.8,1190
Peekskill,51961,New York,6.9,6.8,4.9,6.8,5.3,6.4,14.2,16.6,13.2,11.8,7.8,4.8,1.3,23875
Lancaster,51924,New York,5.5,5.2,6.8,5.2,4.9,7.9,15.3,13.0,13.8,13.4,7.4,3.9,3.0,10314
Amenia,51719,New York,12.0,6.7,11.1,6.7,0.1,7.5,12.8,10.6,21.8,14.7,0.9,1.7,0.4,1222
Hempstead,51714,New York,8.4,7.3,6.0,7.3,5.9,8.5,16.0,14.5,13.7,9.6,5.5,3.2,1.5,54801
Edmeston,51635,New York,7.1,3.1,5.9,3.1,15.5,11.4,8.8,9.5,20.4,12.5,3.1,1.5,1.4,809
Village Green,51571,New York,8.3,1.6,5.3,1.6,3.7,3.1,17.8,7.1,19.5,12.5,9.1,6.7,5.2,3722
