City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Broadview Park,38610,Florida,9.0,7.3,3.9,7.3,4.2,9.9,22.4,14.1,17.5,5.6,3.3,2.6,0.3,7175
North Miami,38598,Florida,6.1,6.2,5.7,6.2,8.3,9.6,14.5,13.6,14.2,11.4,6.3,2.8,1.5,60756
Sebring,38542,Florida,5.2,6.3,4.2,6.3,5.0,6.7,10.9,11.8,12.0,12.9,11.6,8.4,5.0,10356
Trenton,38500,Florida,8.9,9.5,4.7,9.5,8.2,5.2,18.9,9.1,14.9,5.9,7.5,3.6,3.6,2298
Eastpoint,38459,Florida,7.9,6.1,6.1,6.1,5.9,5.1,12.9,9.0,15.8,13.2,10.7,5.7,1.6,1953
Kissimmee,38337,Florida,7.4,6.3,7.3,6.3,7.6,7.5,15.2,14.8,14.2,9.3,6.5,2.5,1.4,63392
Mulberry,38071,Florida,6.4,8.8,4.6,8.8,1.7,5.1,10.9,6.3,12.3,10.8,11.5,18.1,3.5,3864
Callahan,37917,Florida,9.3,5.9,5.1,5.9,10.0,5.1,15.3,7.2,16.6,13.8,6.2,4.4,1.3,1187
Lacoochee,37813,Florida,9.5,6.5,14.3,6.5,3.1,8.1,9.2,8.9,19.0,6.9,8.5,5.5,0.6,1446
Palm Springs,37693,Florida,7.7,6.6,5.9,6.6,4.8,7.9,17.5,13.1,14.2,10.8,6.9,3.5,1.1,21302
Caryville,37500,Florida,8.9,6.5,4.5,6.5,7.9,16.5,13.6,14.7,12.0,5.5,4.2,5.2,0.5,382
Pierson,37500,Florida,5.9,6.1,7.9,6.1,11.3,4.4,10.4,14.4,8.4,13.6,9.9,5.9,1.8,1466
Lealman,37445,Florida,5.5,5.3,5.4,5.3,3.9,6.4,12.0,10.8,16.5,16.3,10.2,5.2,2.5,20740
Williston,37246,Florida,6.3,7.0,6.2,7.0,10.3,5.0,12.1,10.7,8.4,13.1,8.8,6.5,5.6,2748
Davenport,37177,Florida,7.2,4.8,3.6,4.8,11.2,9.3,6.8,10.9,15.6,10.7,10.5,4.3,5.3,3022
Pahokee,37017,Florida,6.6,6.6,7.6,6.6,8.2,7.1,12.6,9.8,16.7,14.7,6.5,2.1,1.6,5941
Springfield,37016,Florida,6.7,5.9,5.3,5.9,5.1,11.1,16.7,10.3,12.5,11.8,8.4,5.1,1.3,9095
Azalea Park,36953,Florida,7.1,8.2,3.6,8.2,6.0,9.4,17.7,13.6,13.7,9.9,6.8,2.8,1.3,13203
Elfers,36779,Florida,6.6,6.2,5.7,6.2,4.3,5.6,12.8,13.7,15.3,10.3,10.6,5.0,3.9,14301
Lauderdale Lakes,36760,Florida,7.5,6.8,6.1,6.8,6.4,7.1,14.6,10.4,14.3,11.8,8.3,4.4,2.4,33710
Mango,36661,Florida,10.1,6.1,9.5,6.1,6.5,8.0,15.0,10.7,13.3,12.7,4.0,2.9,1.4,12062
Pinewood,36638,Florida,7.3,5.6,6.2,5.6,8.1,8.6,15.4,12.2,14.1,11.1,6.6,3.9,1.0,16531
Holiday,36612,Florida,5.8,6.1,5.1,6.1,4.4,5.8,12.8,12.8,13.6,12.7,11.5,6.1,3.3,21049
Bushnell,36563,Florida,11.8,4.2,5.3,4.2,3.5,5.7,12.1,6.0,11.8,9.0,14.0,13.3,3.2,3026
Combee Settlement,36455,Florida,10.0,5.7,5.0,5.7,8.8,6.8,11.7,13.6,13.8,12.2,6.8,3.4,2.4,5899
Crystal Lake,36420,Florida,6.0,9.8,8.4,9.8,5.6,11.3,16.9,10.4,9.4,11.1,5.9,4.4,0.8,6049
New Port Richey,36306,Florida,5.2,5.8,3.8,5.8,5.6,6.2,10.2,10.2,14.7,13.1,13.2,7.7,4.3,15063
Montura,36306,Florida,6.7,2.1,10.6,2.1,9.8,5.1,5.1,15.6,18.8,15.5,6.8,2.6,1.3,3147
Cypress Quarters,36250,Florida,9.4,13.5,2.4,13.5,5.0,6.2,8.1,16.5,9.0,15.8,6.0,6.4,1.8,869
Naples Manor,36207,Florida,8.9,8.0,10.9,8.0,9.3,5.9,20.4,9.3,8.6,8.1,7.2,2.6,0.8,6096
Zolfo Springs,36172,Florida,13.9,8.7,11.2,8.7,9.0,7.6,13.4,9.9,11.3,5.5,3.7,4.2,1.6,1933
Dade City,36161,Florida,10.2,5.2,3.5,5.2,4.1,8.7,16.4,7.6,12.8,10.1,9.2,7.0,5.3,6548
Gifford,36097,Florida,5.4,5.2,7.7,5.2,5.1,5.9,7.1,9.6,14.1,11.5,10.9,7.5,9.8,9169
Wausau,36071,Florida,5.2,9.8,7.3,9.8,15.0,2.1,11.4,9.4,12.9,11.4,7.9,7.3,0.2,519
Lake Alfred,36023,Florida,8.6,10.8,8.9,10.8,4.8,5.9,17.2,9.2,8.1,8.7,9.7,5.9,2.3,5136
Sweetwater,36021,Florida,5.5,4.4,6.2,4.4,5.8,9.7,13.9,15.1,15.6,9.5,7.8,5.2,1.4,20562
Hawthorne,35833,Florida,9.3,9.9,9.9,9.9,4.6,4.6,13.8,12.3,10.7,14.5,5.2,3.9,1.4,1780
Malone,35781,Florida,2.2,3.5,4.1,3.5,3.3,9.1,20.3,24.1,19.6,8.5,2.7,1.9,0.7,2187
West Pensacola,35718,Florida,5.5,6.5,7.1,6.5,5.8,8.5,12.9,13.0,14.0,13.5,6.6,4.9,1.7,19571
Ponce De Leon,35714,Florida,3.1,10.6,8.2,10.6,2.8,2.4,8.2,19.1,10.2,15.6,12.0,4.2,3.8,577
Homosassa Springs,35642,Florida,4.3,3.8,4.7,3.8,5.7,4.2,9.8,8.9,16.3,14.3,17.4,7.7,3.0,13403
Crescent City,35625,Florida,4.7,3.8,4.8,3.8,8.0,8.9,10.2,9.0,12.3,14.3,12.8,9.2,2.1,1935
Belle Glade,35556,Florida,8.7,8.1,6.5,8.1,8.1,8.4,12.2,11.7,14.1,10.2,7.2,4.0,0.8,17785
Avon Park,35424,Florida,7.7,9.3,7.7,9.3,5.0,7.5,13.0,11.8,11.6,10.7,7.0,6.5,2.3,8874
Glen Saint Mary,35417,Florida,7.9,15.4,12.4,15.4,8.9,7.3,17.9,8.5,9.6,6.4,4.0,1.5,0.2,531
Bunnell,35337,Florida,6.1,7.2,3.7,7.2,4.9,10.2,11.1,10.1,13.5,13.8,8.7,6.7,4.1,2715
Taylor Creek,35284,Florida,3.4,1.9,11.7,1.9,5.3,5.4,5.2,6.9,13.5,16.5,13.7,12.0,4.7,4067
Vernon,35250,Florida,9.6,9.2,17.6,9.2,6.6,5.9,14.6,8.6,12.8,8.7,4.1,1.6,0.8,1402
Bonifay,35069,Florida,3.9,6.8,10.4,6.8,7.5,3.4,14.1,15.9,8.7,10.7,8.1,8.3,2.5,2774
Southeast Arcadia,35067,Florida,10.0,9.2,8.0,9.2,8.5,6.4,19.5,13.9,9.5,8.8,3.7,2.1,0.6,7855
Watertown,35018,Florida,6.1,6.1,6.6,6.1,1.2,10.1,15.2,9.4,12.8,12.0,8.2,8.5,4.1,2871
Miami,34867,Florida,6.3,4.9,4.7,4.9,4.7,6.6,16.6,15.1,14.1,11.2,8.1,5.3,2.5,416432
Carrabelle,34781,Florida,2.2,2.4,2.9,2.4,1.1,10.3,23.3,19.0,15.1,10.0,7.6,5.0,1.3,2790
South Apopka,34676,Florida,6.9,6.1,9.8,6.1,6.2,9.6,19.3,10.9,15.7,11.6,2.1,1.5,0.4,5565
Jasmine Estates,34658,Florida,5.5,6.3,5.7,6.3,5.9,6.3,12.8,12.5,12.2,13.9,10.0,5.4,3.7,18470
Interlachen,34583,Florida,7.5,8.0,6.4,8.0,5.0,6.1,8.9,10.0,18.4,13.4,10.3,4.8,1.1,1370
Pine Castle,34569,Florida,8.3,6.9,5.7,6.9,9.3,7.2,16.8,15.7,13.6,9.4,3.9,1.9,1.4,10668
Blountstown,34527,Florida,2.6,9.1,5.5,9.1,4.8,5.9,13.3,11.3,9.7,13.3,9.5,11.1,4.0,2557
Haines City,34505,Florida,9.4,11.6,7.1,11.6,5.4,5.2,14.1,13.3,11.1,7.9,8.5,4.6,1.8,21207
Branford,34375,Florida,6.3,8.4,5.6,8.4,12.8,3.8,20.2,15.6,11.7,6.4,4.2,3.0,2.0,1184
Hialeah,34266,Florida,5.0,4.7,4.9,4.7,6.0,7.0,11.7,14.8,16.0,10.7,9.7,7.0,2.6,232311
Gretna,34233,Florida,6.4,7.4,3.4,7.4,6.4,7.6,20.7,8.5,12.3,15.0,6.4,5.5,0.5,1339
Pine Air,34231,Florida,7.0,8.3,6.5,8.3,6.1,7.3,14.2,14.6,20.1,6.7,6.9,1.9,0.4,2433
Reddick,34167,Florida,7.0,10.6,10.1,10.6,2.3,6.0,14.9,17.8,5.8,18.4,4.6,1.0,1.6,517
White Springs,34063,Florida,12.6,7.9,6.3,7.9,7.3,6.8,9.5,7.2,14.8,12.4,10.6,4.1,0.6,960
Brooksville,33911,Florida,7.3,5.4,3.1,5.4,5.8,9.3,11.6,6.8,13.7,12.4,11.6,8.1,4.9,7725
Naranja,33816,Florida,12.9,11.7,5.9,11.7,6.2,7.9,17.6,13.6,9.5,6.8,4.8,2.2,1.0,8379
Leisure City,33799,Florida,8.2,7.8,6.4,7.8,8.5,8.3,14.0,12.8,14.9,10.6,5.3,2.4,0.6,24125
Ellenton,33613,Florida,3.9,1.8,3.1,1.8,1.6,6.0,13.0,5.6,21.8,12.7,21.8,5.9,3.0,3314
Arcadia,33505,Florida,6.7,7.0,8.3,7.0,7.7,11.5,12.4,11.2,10.9,11.6,7.0,4.0,1.8,7647
Bowling Green,33451,Florida,14.4,10.1,6.0,10.1,4.2,8.0,16.0,11.0,9.4,7.8,9.4,2.8,1.0,2925
Oak Ridge,33427,Florida,9.6,5.5,5.4,5.5,7.1,8.4,18.2,15.6,13.3,9.4,4.2,2.0,1.2,22313
Silver Springs Shores,33424,Florida,9.1,7.5,8.5,7.5,5.5,7.6,6.6,14.0,9.1,7.4,9.6,10.0,5.1,6551
Perry,33404,Florida,8.5,5.9,7.6,5.9,6.5,8.3,11.3,14.0,10.5,12.1,9.0,4.9,1.5,7040
Coleman,33125,Florida,1.9,2.6,4.3,2.6,2.8,3.9,11.9,14.4,15.0,24.5,11.4,6.8,0.6,648
Beverly Hills,32871,Florida,6.0,5.3,4.3,5.3,3.1,5.9,12.1,10.0,7.6,14.0,14.2,11.9,5.7,8518
South Bay,32692,Florida,3.6,6.9,6.3,6.9,3.6,4.8,22.6,22.9,16.7,7.8,3.1,1.4,0.3,4941
De Funiak Springs,32679,Florida,5.2,4.8,6.8,4.8,7.8,5.0,6.4,12.4,14.2,13.4,11.7,8.3,4.2,5410
Wahneta,32661,Florida,8.2,10.2,10.8,10.2,4.5,8.9,14.2,18.1,13.5,7.4,3.4,0.0,0.9,5000
Goulds,32540,Florida,7.4,9.5,10.5,9.5,6.8,7.0,10.5,15.3,11.8,9.2,6.7,3.8,1.7,11210
Westgate,32527,Florida,7.0,8.4,7.8,8.4,10.3,7.3,13.9,10.9,16.9,8.3,5.2,2.3,1.5,8486
Holly Hill,32485,Florida,4.1,3.5,6.9,3.5,4.2,5.6,13.0,13.4,15.3,15.6,8.8,5.9,3.6,11680
Moore Haven,31905,Florida,7.4,7.9,3.7,7.9,6.4,10.0,24.5,6.7,9.5,10.5,7.5,3.1,2.9,2978
Eatonville,31827,Florida,6.4,7.4,4.9,7.4,8.2,9.6,12.8,10.3,17.8,9.9,6.1,5.4,1.3,2258
Buckhead Ridge,31442,Florida,5.5,3.6,1.2,3.6,2.4,2.5,7.3,3.7,8.8,17.7,27.4,15.3,4.6,1747
Cleveland,31324,Florida,1.1,4.2,3.7,4.2,5.8,6.9,10.7,7.0,9.0,12.2,19.6,17.6,2.3,2933
Astor,31165,Florida,2.2,1.2,4.9,1.2,5.7,9.1,6.0,2.3,14.7,19.3,24.8,9.4,0.6,1444
Goulding,30972,Florida,4.9,3.9,3.6,3.9,7.6,11.6,19.3,12.3,15.1,7.5,8.0,4.0,2.4,4539
Lake Placid,30781,Florida,9.1,8.4,4.8,8.4,6.5,5.2,22.5,10.4,5.9,10.3,8.3,5.1,3.5,2518
Fort Pierce,30637,Florida,8.2,6.8,5.9,6.8,6.7,7.7,13.1,11.1,11.8,12.6,9.1,5.5,1.6,42744
Wimauma,30471,Florida,9.7,9.4,9.1,9.4,8.3,8.0,17.1,12.3,9.1,9.3,4.8,2.3,0.5,6327
Tice,30441,Florida,8.9,7.2,6.3,7.2,5.0,5.3,24.6,12.1,10.9,13.4,4.0,1.7,0.7,4245
Deland Southwest,30357,Florida,1.5,7.3,8.3,7.3,10.9,11.9,8.9,14.0,20.0,3.1,6.5,4.1,3.4,988
Mangonia Park,30083,Florida,13.1,8.2,5.4,8.2,6.1,8.4,14.8,15.5,9.3,9.1,5.1,4.0,1.1,1758
Century,30000,Florida,6.0,4.9,4.2,4.9,5.4,7.5,10.5,8.5,17.8,15.5,9.4,7.1,3.2,1488
East Bronson,29867,Florida,4.1,2.6,8.4,2.6,11.0,4.9,6.2,14.1,6.2,23.6,10.5,7.1,1.4,2109
Jasper,29792,Florida,3.6,2.1,2.5,2.1,6.9,28.0,15.6,14.7,12.6,5.6,4.5,1.8,2.1,4301
Jacob City,29342,Florida,2.5,5.2,10.4,5.2,3.7,3.5,6.2,15.4,24.4,15.0,5.8,7.3,0.8,520
Inwood,29129,Florida,9.3,7.5,8.2,7.5,7.6,6.0,10.6,9.5,15.3,11.4,9.9,4.3,0.5,6468
Palatka,28953,Florida,7.9,9.2,8.4,9.2,5.6,8.7,13.4,10.9,10.6,10.8,7.8,4.2,2.7,10464
Pine Lakes,28939,Florida,2.9,6.2,10.1,6.2,2.9,8.5,7.8,19.4,17.0,7.1,11.1,0.9,6.2,552
Marianna,28892,Florida,8.3,4.5,6.0,4.5,9.8,10.9,9.3,12.1,11.6,10.6,6.1,6.9,3.9,8548
Waldo,28839,Florida,8.8,7.1,5.4,7.1,2.5,8.5,17.8,7.8,10.8,20.1,5.4,2.9,3.0,1160
Medley,28625,Florida,0.7,3.7,2.0,3.7,19.3,2.7,6.1,19.3,14.2,10.3,9.9,8.2,3.7,940
Lake Butler,28534,Florida,9.1,10.6,9.0,10.6,7.2,7.6,15.2,10.5,12.9,10.9,3.9,2.3,0.8,2227
Fort Pierce North,28344,Florida,4.8,7.0,8.6,7.0,5.8,6.7,13.3,10.4,15.7,12.4,10.7,4.1,0.5,6901
Seminole Manor,27667,Florida,6.1,8.3,11.0,8.3,4.0,5.7,12.7,16.6,8.7,10.0,13.0,3.7,0.3,2464
Dade City North,27612,Florida,6.2,6.0,5.9,6.0,10.9,5.6,21.6,13.7,14.1,4.9,8.5,1.5,1.2,2491
Florida City,27570,Florida,9.7,9.5,10.1,9.5,8.9,10.4,14.4,14.2,7.2,8.5,5.1,0.9,1.2,11853
Madison,27500,Florida,11.8,6.9,5.6,6.9,5.7,10.6,7.8,12.2,11.7,13.5,6.9,4.5,3.0,2976
Cocoa West,27308,Florida,8.9,6.8,3.3,6.8,6.9,8.3,12.7,10.9,11.9,13.7,10.4,5.0,1.3,4802
West Samoset,27042,Florida,10.5,9.1,10.8,9.1,7.0,7.5,16.8,12.7,10.2,6.4,2.9,4.3,1.9,6597
Dover,26958,Florida,9.0,10.5,7.0,10.5,11.5,8.1,16.6,14.5,9.7,5.2,2.5,4.6,0.9,4284
Immokalee,26498,Florida,10.6,9.2,7.5,9.2,10.6,11.5,13.9,15.1,10.2,6.2,3.6,1.5,0.3,24021
Brownsville,25955,Florida,7.7,7.3,6.7,7.3,7.9,7.7,13.8,12.2,12.2,11.9,7.0,4.1,1.4,14835
Gladeview,25787,Florida,7.3,8.1,9.7,8.1,9.9,9.3,12.5,12.9,11.3,9.7,5.5,3.2,0.6,11825
University,25453,Florida,8.5,5.0,4.4,5.0,6.8,19.3,20.4,11.1,9.3,7.1,3.7,2.6,2.1,41732
Greensboro,24423,Florida,9.0,12.7,5.8,12.7,0.9,2.0,17.4,11.9,10.8,13.0,8.8,5.9,1.8,793
Lemon Grove,24044,Florida,13.4,6.6,4.0,6.6,6.7,11.4,17.2,10.3,6.3,15.0,4.3,4.1,0.9,702
Chiefland,23679,Florida,11.1,7.7,4.4,7.7,6.6,6.5,13.4,7.8,12.8,15.5,7.8,3.0,3.4,2301
Opa Locka,23316,Florida,9.8,11.9,7.0,11.9,6.6,6.8,16.5,10.8,9.5,12.0,5.0,2.9,1.4,15867
Harlem,22955,Florida,10.4,9.5,13.8,9.5,5.3,4.5,11.6,10.2,9.5,14.1,5.1,5.4,0.7,2580
Greenville,21371,Florida,9.4,5.3,6.9,5.3,7.1,7.6,10.0,9.7,12.5,12.3,11.0,4.7,3.5,681
Live Oak,21100,Florida,7.1,6.1,9.7,6.1,2.6,10.3,17.6,9.4,10.2,10.9,6.8,6.9,2.5,6927
Page Park,20893,Florida,11.9,16.0,4.1,16.0,9.2,10.0,17.1,13.2,8.8,0.9,6.3,1.3,1.2,750
Suncoast Estates,19411,Florida,4.1,3.2,6.1,3.2,10.7,8.0,11.8,10.5,18.7,15.6,8.6,1.7,1.2,4629
Pine Manor,19403,Florida,11.2,11.8,7.9,11.8,8.6,7.4,18.7,8.2,13.7,8.1,3.0,0.4,1.1,4363
