City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Pontiac,31565,Michigan,8.1,7.1,7.5,7.1,7.9,8.9,13.8,13.4,12.9,10.5,5.4,3.2,1.4,59658
Cheboygan,31509,Michigan,5.6,6.9,6.5,6.9,6.9,5.7,9.3,13.4,12.5,14.6,8.7,6.0,3.8,4801
Hart,31375,Michigan,8.2,7.3,8.8,7.3,5.9,4.1,9.1,10.2,12.8,10.8,8.7,6.9,7.1,2128
Reed City,31339,Michigan,7.0,9.3,7.3,9.3,8.2,6.2,12.0,13.7,12.9,7.7,9.4,2.9,3.4,2816
Beaverton,31250,Michigan,5.5,6.2,4.9,6.2,5.2,7.5,12.3,12.5,13.5,11.1,11.4,7.2,2.7,1042
K I Sawyer,30542,Michigan,7.3,10.4,9.1,10.4,8.3,8.1,16.0,13.4,13.5,7.6,3.9,2.3,0.2,2933
Skidway Lake,30261,Michigan,4.0,6.5,3.8,6.5,4.3,7.3,10.8,12.6,16.4,15.3,11.3,6.6,1.3,3329
Lakeview,30114,Michigan,10.7,7.8,9.4,7.8,6.2,2.6,14.2,13.0,13.0,5.2,5.9,7.8,4.2,1127
Marion,29750,Michigan,6.4,7.4,5.8,7.4,9.7,5.2,9.1,9.6,20.7,7.9,10.5,5.2,2.5,793
White Cloud,29612,Michigan,4.3,7.7,6.2,7.7,8.2,5.1,12.5,15.9,14.1,14.3,7.3,3.3,1.1,1502
Pierson,29583,Michigan,16.9,9.2,2.9,9.2,6.8,4.8,23.2,14.0,7.7,8.2,1.5,3.9,1.0,207
Flint,29095,Michigan,7.8,7.0,7.0,7.0,7.8,7.9,13.4,12.1,13.7,11.8,6.4,4.0,1.3,100569
Montgomery,29063,Michigan,4.6,14.3,6.7,14.3,6.4,6.4,11.9,15.5,10.0,10.3,6.7,5.8,1.5,329
Hamtramck,28396,Michigan,9.9,9.0,8.7,9.0,7.2,10.2,15.7,12.3,10.1,9.2,4.5,2.1,1.1,22256
River Rouge,28033,Michigan,8.0,5.9,6.3,5.9,11.1,7.1,12.6,11.9,14.2,11.0,7.4,3.6,0.9,7761
Weidman,27632,Michigan,7.9,7.8,10.5,7.8,4.6,3.0,20.8,8.8,13.4,12.0,6.7,3.5,1.1,1015
Barryton,27500,Michigan,5.4,9.7,7.4,9.7,3.3,7.4,10.2,9.4,15.3,11.5,10.2,6.6,3.6,392
Evart,26813,Michigan,8.7,6.6,6.6,6.6,5.2,5.5,10.5,10.1,15.0,11.8,8.2,9.7,1.9,1469
Highland Park,25589,Michigan,5.0,6.9,7.5,6.9,6.4,7.5,8.1,12.8,16.3,14.6,9.4,3.8,1.8,10951
Rose City,23906,Michigan,8.1,9.2,7.0,9.2,9.1,2.5,11.9,8.4,10.1,9.7,8.4,8.0,7.6,641
Roscommon,23750,Michigan,3.9,4.6,3.7,4.6,11.0,7.8,12.0,10.8,11.4,14.9,7.8,6.1,5.9,970
Buena Vista,23490,Michigan,8.0,7.2,8.4,7.2,8.7,5.9,10.5,10.7,7.9,14.0,9.6,8.1,1.0,6302
Beecher,23080,Michigan,9.0,8.3,6.1,8.3,10.4,8.3,11.6,10.3,12.5,9.9,7.4,4.9,1.2,10230
Muskegon Heights,22327,Michigan,8.3,11.2,8.4,11.2,7.6,7.8,14.4,11.9,10.5,9.8,6.0,2.8,1.4,10807
Benton Heights,21614,Michigan,7.7,13.1,9.3,13.1,8.8,8.6,13.4,11.2,10.9,7.3,3.5,4.4,2.1,4467
Benton Harbor,21207,Michigan,10.9,9.3,7.4,9.3,9.4,6.7,12.4,12.7,14.1,9.2,3.9,2.7,1.3,10056
Baldwin,20221,Michigan,4.5,4.5,5.9,4.5,7.8,3.8,13.8,18.3,13.6,10.9,10.0,5.2,1.7,1535
Mount Morris,19694,Michigan,10.4,5.9,6.9,5.9,7.4,11.7,13.6,12.7,11.2,11.4,3.8,3.3,1.7,3032
Calumet,17143,Michigan,6.9,2.2,8.9,2.2,16.9,4.7,8.5,14.0,15.0,9.9,8.9,3.5,0.5,765
Turner,9000,Michigan,6.2,1.5,9.2,1.5,3.1,1.5,9.2,10.8,9.2,26.2,4.6,12.3,6.2,65
