City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Fruitridge Pocket,34948,California,9.5,8.4,8.8,8.4,7.7,7.6,15.3,13.3,13.7,6.5,6.2,2.3,0.7,5802
Desert Hot Springs,34850,California,8.2,8.9,10.0,8.9,7.1,6.2,14.3,14.4,11.4,9.4,6.5,2.6,0.9,27678
Tuolumne City,34821,California,9.0,4.1,0.8,4.1,2.0,4.3,14.1,12.6,10.7,13.9,19.7,6.3,2.6,1824
Arvin,34809,California,9.7,9.9,9.2,9.9,10.8,11.6,14.3,12.6,10.8,6.9,3.0,1.0,0.2,20028
Big River,34750,California,2.2,2.5,3.8,2.5,2.0,1.9,3.1,6.4,18.9,19.0,21.0,15.5,3.8,1061
Manton,34750,California,1.2,2.9,5.9,2.9,4.1,2.4,10.0,2.9,17.0,22.0,20.8,10.0,0.9,341
Smith River,34583,California,7.8,12.5,11.6,12.5,6.0,4.8,4.8,18.1,9.9,10.1,7.0,1.0,6.3,871
Parkway,34570,California,8.4,9.9,9.5,9.9,6.1,8.5,16.8,12.7,11.5,6.8,5.3,3.3,1.3,14756
Farmersville,34538,California,8.5,12.7,7.6,12.7,10.2,8.8,14.5,13.2,9.1,8.6,4.5,1.5,0.7,10675
Goshen,34211,California,13.6,13.9,11.8,13.9,6.1,7.5,15.6,10.6,11.4,5.7,1.6,1.2,1.0,3832
Dos Palos,34171,California,5.4,7.2,11.2,7.2,11.3,6.4,8.4,13.9,12.2,12.2,6.2,3.8,1.8,5023
Empire,34128,California,6.5,11.5,8.1,11.5,6.7,8.2,15.7,11.0,10.4,9.1,7.9,3.5,1.7,4296
South Oroville,33978,California,4.6,8.6,8.1,8.6,9.9,14.8,10.7,9.9,12.8,11.1,4.7,2.5,2.2,6058
Orosi,33819,California,9.5,9.0,10.1,9.0,9.4,9.0,11.0,14.2,10.4,7.4,6.1,3.2,0.9,8620
Groveland,33735,California,3.2,3.9,5.9,3.9,2.5,2.8,4.1,12.7,25.1,13.1,11.9,8.7,6.2,725
Ivanhoe,33656,California,8.0,6.0,7.5,6.0,14.9,14.9,6.3,9.5,16.9,11.2,2.6,1.2,1.1,4044
Cabazon,33551,California,13.1,7.3,12.4,7.3,6.7,5.1,12.8,6.7,20.7,11.1,2.2,1.6,0.4,3266
Mcfarland,33549,California,11.8,10.4,9.0,10.4,7.7,10.3,15.3,15.6,8.4,6.8,3.5,1.2,0.2,12784
Hamilton City,33547,California,10.1,9.6,6.1,9.6,8.4,5.7,15.3,10.9,11.4,13.3,3.2,3.8,2.2,1718
Firebaugh,33518,California,7.3,11.0,7.2,11.0,11.2,12.7,13.7,10.7,9.8,10.0,4.2,2.0,0.2,7935
Taft Mosswood,33400,California,4.6,8.1,7.4,8.1,15.6,11.7,11.7,13.0,14.1,6.2,2.8,4.1,0.7,1398
Florence-Graham,33360,California,9.8,8.3,9.2,8.3,9.1,9.9,16.7,12.9,11.3,6.8,3.6,1.9,0.6,62815
Saticoy,33207,California,6.0,14.9,10.1,14.9,9.5,1.5,17.2,18.3,8.1,4.3,6.4,2.6,1.2,1212
August,33083,California,8.3,10.3,10.3,10.3,6.3,9.8,14.5,11.1,12.6,10.7,2.9,2.4,1.0,8479
Seville,32813,California,10.3,6.2,7.6,6.2,12.6,15.3,11.4,15.6,11.0,5.7,2.1,1.8,0.5,437
Tipton,32716,California,8.4,11.5,12.4,11.5,10.7,7.5,16.5,12.5,11.3,5.5,1.0,1.9,0.9,2327
Dorris,32708,California,15.9,9.4,6.5,9.4,4.8,3.6,23.5,3.8,11.2,11.9,4.9,2.1,2.5,1115
Buttonwillow,32647,California,6.4,10.1,14.0,10.1,7.7,3.9,11.2,13.8,15.3,9.3,5.5,1.2,1.5,1371
Biola,32333,California,7.2,13.3,12.9,13.3,15.4,8.4,8.4,9.2,8.8,8.0,3.8,2.8,2.0,1017
Isleton,32273,California,3.5,7.8,3.9,7.8,3.2,9.6,7.2,13.9,19.1,13.4,11.4,5.8,1.3,792
Holtville,32240,California,9.6,11.7,8.2,11.7,4.8,9.9,15.5,7.8,11.6,8.1,6.3,5.9,0.7,6067
Calipatria,32135,California,7.7,8.1,10.3,8.1,7.3,7.7,17.2,15.5,10.3,8.1,2.9,2.5,2.6,7599
Homestead Valley,31844,California,3.1,4.2,4.9,4.2,7.4,2.7,9.5,10.7,10.6,23.2,12.8,7.7,3.3,3366
Westmont,31813,California,9.3,7.7,7.1,7.7,7.5,9.1,14.3,11.7,14.0,9.4,5.8,3.5,0.6,30835
Yreka,31728,California,7.8,8.4,6.2,8.4,6.8,6.3,11.1,10.2,10.8,12.1,9.5,7.2,3.7,7675
Traver,31563,California,6.2,8.7,8.0,8.7,8.7,11.9,12.8,14.4,13.6,5.8,6.3,3.5,0.2,910
Boron,31534,California,6.3,9.2,8.6,9.2,10.3,4.3,6.3,7.8,16.9,12.9,9.9,6.2,1.4,2241
Happy Camp,31458,California,1.5,7.3,4.0,7.3,8.3,3.5,9.8,11.2,17.8,18.4,9.2,6.7,2.4,1153
Bret Harte,31389,California,9.1,8.9,8.7,8.9,13.0,7.9,12.2,15.2,11.7,7.4,2.0,2.9,1.0,4998
Lamont,31278,California,10.8,11.2,8.9,11.2,8.8,10.6,17.3,9.7,11.1,6.5,3.5,1.3,0.3,16359
Matheny,31250,California,8.4,9.7,4.8,9.7,10.9,11.7,12.0,12.6,13.8,5.7,6.8,3.2,0.4,1098
Woodville,31071,California,12.1,9.0,7.1,9.0,9.4,7.1,18.7,13.5,9.1,8.7,3.8,1.3,0.2,1961
Del Rey,31065,California,11.9,9.9,10.5,9.9,7.0,11.1,17.2,13.6,10.4,3.1,3.5,1.2,0.7,1489
East Porterville,31012,California,10.1,10.5,9.4,10.5,8.7,10.7,10.4,12.4,10.6,10.3,2.8,3.0,1.1,6585
Clearlake,30772,California,5.8,5.6,5.9,5.6,8.2,6.4,10.1,12.0,15.1,15.3,8.7,4.7,2.2,15121
Parlier,30729,California,11.1,11.1,7.6,11.1,8.3,9.7,17.4,12.2,11.4,5.9,3.4,1.5,0.5,14750
Bystrom,30474,California,8.9,9.1,7.0,9.1,10.4,6.4,14.3,14.2,13.0,8.9,3.8,2.8,1.1,3805
Lindsay,30466,California,11.8,9.9,11.0,9.9,9.7,6.9,12.9,12.0,11.8,8.0,3.7,1.6,0.8,12688
North Shore,30147,California,8.9,13.6,7.5,13.6,11.9,4.3,16.1,14.9,10.6,6.5,4.5,0.9,0.4,3184
Lost Hills,30125,California,13.0,14.3,9.9,14.3,7.3,11.7,17.5,14.0,7.6,3.3,0.9,0.5,0.3,2194
Avenal,29932,California,10.0,6.8,6.0,6.8,6.1,9.0,18.0,15.8,16.6,6.9,3.4,1.0,0.5,14553
Richgrove,29750,California,8.2,11.2,9.3,11.2,13.1,11.5,10.7,12.7,11.6,8.0,2.2,0.5,1.0,3006
Pixley,29702,California,9.6,11.6,15.5,11.6,8.0,8.7,13.2,13.5,7.4,7.2,4.1,0.9,0.4,3769
Pajaro,29643,California,14.4,10.6,9.3,10.6,9.6,13.7,13.3,15.9,4.8,6.6,1.1,0.6,0.2,2957
Laton,29625,California,3.2,4.5,10.8,4.5,14.4,6.9,8.2,17.7,9.9,9.0,9.4,5.1,1.0,1144
Parksdale,29604,California,8.8,12.8,8.5,12.8,9.2,6.2,10.4,16.5,9.4,12.3,3.4,0.8,1.8,3114
Jamestown,29362,California,4.7,10.0,6.2,10.0,6.4,5.4,11.3,11.9,12.9,12.0,8.8,7.6,3.1,3394
Fort Bidwell,29167,California,7.5,5.0,3.7,5.0,8.1,6.2,10.6,8.1,8.1,16.2,18.6,1.9,6.2,161
Cedarville,29048,California,1.0,1.0,5.1,1.0,6.4,1.0,3.7,13.8,14.8,20.5,14.1,13.1,5.4,297
Weedpatch,28636,California,12.5,7.9,8.6,7.9,8.9,8.9,15.6,9.1,13.8,6.7,4.9,1.8,1.2,2170
Fuller Acres,28472,California,8.0,12.1,7.7,12.1,9.3,5.5,17.2,11.8,14.8,5.3,4.2,3.1,0.9,924
Etna,28438,California,7.9,8.9,10.0,8.9,4.0,3.6,12.1,5.9,12.8,10.9,9.1,10.7,4.1,750
West Modesto,28103,California,6.8,8.7,12.4,8.7,7.9,7.2,12.5,13.3,12.2,9.3,6.0,2.3,1.5,5534
Orange Cove,27868,California,10.8,11.3,9.9,11.3,9.4,6.2,14.2,12.3,11.0,8.4,3.7,1.7,1.2,9473
Niland,27854,California,12.9,9.2,3.4,9.2,1.6,8.7,14.9,3.2,10.5,12.3,13.6,8.1,1.7,1063
Lemon Hill,27729,California,8.3,8.4,8.9,8.4,7.3,7.5,16.8,11.7,12.7,10.0,4.6,3.0,1.0,12767
Parkwood,27438,California,14.9,8.0,9.6,8.0,8.2,13.1,9.7,15.1,11.6,2.6,2.5,4.1,0.7,2879
Mecca,27265,California,10.8,10.6,10.8,10.6,10.1,8.6,16.1,13.1,11.4,4.4,2.9,0.7,0.6,8912
Salton Sea Beach,26944,California,8.1,13.2,6.6,13.2,6.2,7.1,10.4,2.8,16.9,12.2,8.6,6.9,1.1,757
Alpaugh,26776,California,15.4,10.8,10.5,10.8,8.3,7.1,12.7,9.1,17.3,5.5,1.6,1.2,0.5,969
Tranquillity,26528,California,14.3,11.2,8.1,11.2,3.9,1.6,12.0,5.8,8.3,9.8,19.0,4.4,1.8,897
Earlimart,26435,California,12.0,11.2,11.2,11.2,9.2,10.4,15.5,10.0,11.1,6.5,1.4,1.1,0.4,8310
Mendota,26250,California,11.0,10.2,8.4,10.2,7.5,8.6,17.0,13.4,11.9,6.7,3.4,1.1,0.9,11360
Plainview,26042,California,9.0,13.5,12.5,13.5,10.4,7.2,13.3,14.3,6.8,6.4,3.3,2.0,1.4,858
Huron,25859,California,11.3,9.3,9.8,9.3,10.1,9.8,11.3,14.5,10.4,7.3,4.6,0.8,0.9,6777
London,25577,California,10.9,7.7,11.2,7.7,10.2,9.4,14.6,14.5,9.8,5.8,4.0,1.7,0.3,2080
Riverdale Park,25392,California,6.8,13.6,6.8,13.6,4.0,12.3,18.0,9.5,7.7,10.5,7.1,2.6,1.1,922
San Joaquin,24583,California,11.0,12.9,11.9,12.9,9.1,8.9,11.7,13.5,9.6,7.2,3.5,0.6,0.4,4010
Westmorland,24464,California,8.8,10.2,9.9,10.2,10.1,3.9,11.3,9.2,7.4,14.3,6.0,7.4,1.6,1747
Sultana,24176,California,11.8,13.0,11.1,13.0,10.6,5.7,12.8,14.5,8.7,5.5,2.8,2.6,0.9,813
Oasis,24148,California,11.1,11.7,10.3,11.7,10.5,8.4,16.5,14.9,8.8,4.8,1.8,0.6,0.6,5807
Mcclellan Park,24115,California,5.0,16.6,14.1,16.6,0.3,10.2,17.4,10.1,8.4,11.4,3.4,1.1,2.1,1103
Rancho Tehama Reserve,23787,California,5.9,7.1,6.4,7.1,12.9,2.7,12.5,13.4,14.7,13.0,6.0,4.1,1.2,2300
Covelo,23553,California,6.2,11.6,8.3,11.6,3.6,9.0,14.6,9.1,10.7,8.5,11.0,6.0,1.5,1444
Strathmore,22398,California,12.0,8.6,9.3,8.6,4.5,15.0,16.4,8.4,11.2,8.7,3.5,2.1,0.5,3626
Bodfish,21861,California,4.1,4.2,3.4,4.2,1.3,0.8,5.8,6.1,17.9,27.2,23.2,5.2,0.9,1961
Ripley,17917,California,11.4,12.0,2.6,12.0,5.9,12.9,9.6,9.7,3.0,14.4,11.8,5.2,1.5,659
Cutler,17629,California,11.6,14.0,13.0,14.0,9.3,5.6,16.3,10.4,7.3,6.7,3.1,2.3,0.5,4224
Raisin City,12143,California,13.8,5.2,9.9,5.2,2.6,4.7,16.8,14.2,3.9,14.2,2.6,1.3,10.8,232
