City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Santa Venetia,98939,California,5.7,4.8,3.5,4.8,5.2,11.1,9.6,12.5,17.7,13.7,8.4,4.5,3.5,5017
Simi Valley,98394,California,5.5,6.3,7.4,6.3,7.1,6.5,12.1,14.1,16.1,12.9,7.4,3.2,1.5,125699
Vandenberg Village,98265,California,5.9,7.4,6.6,7.4,5.9,4.9,12.1,9.6,13.1,14.2,9.1,8.2,3.0,7133
Redwood City,98149,California,7.4,7.1,6.5,7.1,5.7,5.2,15.1,15.9,15.2,10.7,6.3,3.1,1.9,79736
Huntington Beach,97638,California,4.9,5.3,5.9,5.3,6.0,6.6,13.8,13.7,16.1,12.5,8.7,4.6,1.9,195686
Castro Valley,97572,California,7.0,5.6,6.1,5.6,6.3,5.2,12.3,12.7,16.3,14.9,6.7,3.9,2.9,62363
Mesa,97500,California,4.1,6.6,4.8,6.6,4.5,9.1,5.2,5.9,19.2,25.3,9.5,4.5,1.4,442
Bear Valley Springs,97212,California,1.9,3.4,9.7,3.4,7.7,1.8,6.2,5.3,19.1,21.8,15.1,6.7,1.3,5058
Spreckels,97083,California,11.3,12.7,8.4,12.7,1.4,0.9,14.8,18.9,4.2,20.2,3.5,2.7,1.2,939
Novato,97081,California,6.7,6.5,5.7,6.5,5.0,3.8,10.7,13.5,15.7,15.7,9.1,5.4,2.3,53451
Casa De Oro-Mount Helix,96717,California,4.2,6.1,8.5,6.1,6.5,6.2,6.9,12.1,15.5,15.3,9.9,6.1,3.0,21076
San Rafael,96660,California,5.9,5.7,5.4,5.7,4.9,5.8,13.1,14.1,15.1,13.1,8.5,5.3,3.4,58588
Norco,96631,California,4.7,6.1,6.9,6.1,6.4,6.7,13.3,14.6,18.3,11.7,6.2,4.2,1.0,27143
Brisbane,96477,California,5.8,5.6,3.5,5.6,4.5,5.4,10.7,16.8,16.4,16.5,9.2,4.0,1.7,4421
Mira Monte,96250,California,5.0,6.1,3.6,6.1,4.2,4.9,9.0,11.1,14.5,15.9,14.2,9.5,2.1,7306
Sunol,96071,California,2.9,2.8,3.1,2.8,5.1,4.5,9.5,7.3,18.5,24.7,14.8,6.4,0.3,956
Sonoma,96064,California,3.5,5.2,5.3,5.2,4.1,3.4,9.3,10.3,14.9,15.4,16.4,7.2,5.0,10818
East Oakdale,95938,California,2.9,5.1,7.4,5.1,6.9,7.1,4.4,11.3,18.9,18.1,10.7,4.9,2.2,2901
Diamond Bar,95500,California,4.1,4.3,6.7,4.3,7.9,7.2,12.4,13.3,16.3,15.0,7.9,3.2,1.8,56259
Loomis,95217,California,3.9,5.8,6.4,5.8,12.1,5.5,6.0,14.0,16.4,15.7,7.6,4.2,2.5,6589
Colma,95208,California,8.7,4.5,5.5,4.5,5.3,12.7,22.1,6.5,17.7,8.2,5.3,3.3,0.3,1837
Soquel,95208,California,5.7,6.3,5.6,6.3,6.0,7.4,14.4,9.9,13.7,18.0,7.6,4.2,1.4,10275
Bayview,95150,California,9.4,9.1,6.4,9.1,5.6,6.2,7.8,15.4,12.6,13.7,8.4,4.1,1.3,2025
La Verne,95045,California,5.1,5.8,6.3,5.8,6.5,8.0,11.0,10.6,14.6,14.5,9.8,5.4,2.4,31592
Felton,95000,California,4.5,6.0,6.9,6.0,8.0,3.6,8.9,11.0,15.9,20.1,11.2,2.7,1.2,3957
Saint Helena,95000,California,5.7,4.0,5.6,4.0,5.4,4.7,6.7,15.8,11.7,15.3,14.8,6.9,3.5,5895
Altadena,94886,California,5.8,5.7,5.2,5.7,6.7,5.9,11.3,14.5,15.6,14.0,8.8,4.5,2.0,44622
Corralitos,94778,California,3.0,5.9,10.5,5.9,7.5,5.4,11.5,10.6,19.5,15.7,5.6,3.1,1.9,2812
Roseville,94461,California,6.3,7.6,7.2,7.6,7.3,5.7,12.4,14.6,14.0,10.7,7.3,5.0,1.9,124250
Valley Center,94094,California,4.1,7.0,7.6,7.0,7.9,5.8,12.0,7.5,17.7,19.1,7.4,3.0,0.9,9872
Torrance,94077,California,5.5,5.3,6.1,5.3,6.1,5.9,11.9,14.1,16.6,12.2,8.2,5.2,2.8,147181
Windsor,93921,California,6.0,7.4,7.3,7.4,8.4,5.1,11.1,13.1,15.7,12.6,6.9,4.7,1.8,27113
Arcadia,93635,California,4.3,5.0,7.6,5.0,6.3,6.3,9.7,14.1,17.4,13.2,8.1,4.7,3.4,57251
West Bishop,93571,California,3.9,4.7,2.9,4.7,7.0,5.3,9.2,9.4,13.8,20.8,13.8,6.7,2.5,2865
Alameda,93427,California,5.9,5.9,5.3,5.9,5.1,5.4,13.5,16.1,15.8,13.4,7.6,4.2,1.9,75763
San Francisco,93391,California,4.5,3.6,3.2,3.6,3.9,6.6,21.8,16.4,13.7,12.2,7.2,4.6,2.3,829072
Fountain Valley,93322,California,4.3,5.5,6.1,5.5,6.1,5.9,11.7,12.6,16.1,13.9,10.1,5.8,2.1,56440
Pacific Grove,93302,California,4.3,3.9,4.6,3.9,4.8,4.5,13.2,10.2,13.5,18.5,12.2,7.0,3.4,15365
Union City,93050,California,6.7,6.3,6.2,6.3,5.3,6.7,15.5,14.6,13.5,12.3,7.6,4.0,1.4,71675
Rancho San Diego,92779,California,4.3,4.3,6.6,4.3,7.8,5.9,12.1,12.5,13.8,16.7,8.5,5.3,2.4,21514
Carmel By The Sea,92750,California,6.5,6.1,2.1,6.1,4.1,3.3,6.4,10.0,11.5,16.0,18.8,9.5,5.8,3807
Phoenix Lake,92652,California,5.2,4.6,7.5,4.6,4.3,5.1,8.6,10.0,10.6,18.8,14.5,5.9,4.8,4712
Goleta,92391,California,5.0,5.7,5.2,5.7,11.0,10.0,12.0,12.3,13.2,11.4,6.6,5.0,2.6,30333
San Jose,92379,California,6.8,7.0,6.4,7.0,6.1,6.9,15.2,15.5,14.4,10.7,6.2,3.4,1.4,986320
Seal Beach,92352,California,3.3,3.2,4.0,3.2,3.2,3.0,8.3,8.7,11.6,16.9,14.8,14.7,8.3,24477
Alpine,92257,California,5.3,4.2,5.4,4.2,7.4,7.4,10.5,9.1,16.9,14.8,11.2,4.8,3.0,14580
Cypress,92166,California,4.9,5.1,7.2,5.1,7.3,7.6,11.0,12.4,18.4,12.4,7.3,5.1,1.4,48748
Herald,92159,California,0.6,0.8,8.0,0.8,10.2,6.9,5.9,13.2,13.6,23.1,10.7,6.6,0.5,1221
San Dimas,92140,California,5.3,4.0,5.9,4.0,7.3,8.2,11.6,11.0,16.3,13.8,9.6,4.5,2.6,33896
Albany,91967,California,8.1,7.0,7.5,7.0,5.9,4.5,16.4,16.5,12.9,11.5,6.4,2.2,1.1,19020
Rocklin,91946,California,6.0,8.2,8.0,8.2,7.8,5.8,12.3,14.7,15.4,11.0,5.7,3.5,1.6,59002
Aptos,91920,California,4.6,5.3,6.5,5.3,7.8,8.7,12.9,8.0,15.4,15.0,10.7,3.4,1.7,5872
Fair Oaks,91885,California,5.1,4.5,5.5,4.5,6.4,5.2,11.4,10.0,16.2,16.1,10.3,6.9,2.5,31256
Woodbridge,91701,California,5.1,7.1,6.8,7.1,8.0,5.0,10.7,11.1,14.6,15.5,9.1,4.4,2.6,3973
Inverness,91458,California,1.1,2.9,0.6,2.9,4.0,8.5,7.8,6.4,13.1,28.4,15.9,10.7,0.8,1368
Newark,91103,California,5.3,6.9,6.5,6.9,5.3,5.2,15.7,15.2,16.4,11.6,6.3,4.3,1.3,43635
Bowles,90833,California,15.9,2.2,5.5,2.2,9.9,2.2,11.0,2.8,5.5,12.1,3.9,2.8,26.4,182
Santa Clarita,90819,California,6.0,7.0,7.8,7.0,7.9,6.8,12.2,13.9,15.8,11.9,6.5,2.8,1.5,179030
La Mirada,90696,California,5.6,5.6,5.6,5.6,8.3,9.6,12.1,11.0,14.1,11.9,8.4,5.6,2.2,49038
Rio Oso,90500,California,7.5,12.6,3.7,12.6,2.3,5.6,25.9,7.7,8.9,15.9,2.3,5.1,2.3,428
Yountville,90391,California,1.7,3.8,2.8,3.8,2.6,3.3,3.4,6.9,9.1,19.0,16.2,14.8,16.7,2977
East San Gabriel,90219,California,4.2,6.2,5.7,6.2,6.1,5.0,14.2,14.5,14.1,15.1,7.9,4.4,2.6,15573
La Palma,90080,California,4.4,5.3,6.4,5.3,7.7,7.3,11.8,12.4,15.5,12.2,10.7,4.5,1.9,15791
Ojai,90000,California,4.7,7.9,7.8,7.9,3.4,5.3,9.3,7.8,14.8,21.0,9.1,5.0,4.0,7558
American Canyon,89954,California,6.0,7.0,9.3,7.0,6.7,7.8,11.6,15.4,14.5,11.5,6.6,2.8,0.8,20089
San Bruno,89805,California,6.0,5.6,5.2,5.6,5.0,6.6,16.0,14.1,16.2,12.1,6.8,4.6,1.9,42090
Crockett,89588,California,7.3,2.6,3.1,2.6,7.3,3.1,16.7,9.6,17.8,17.8,9.0,4.2,1.5,3151
Petaluma,89400,California,6.5,7.6,5.8,7.6,5.6,5.0,12.1,13.1,15.8,14.1,8.3,4.2,2.0,58912
Los Alamitos,89271,California,4.4,6.6,8.0,6.6,9.8,5.6,10.9,12.3,17.4,11.6,6.2,4.9,2.3,11598
South San Francisco,89186,California,6.0,5.7,5.8,5.7,5.0,6.6,14.5,14.6,14.4,13.0,7.6,4.6,2.3,65537
Del Aire,88997,California,6.5,7.6,6.7,7.6,5.8,5.5,18.3,14.5,12.7,13.0,5.4,2.5,1.6,10406
Ben Lomond,88986,California,6.3,5.2,6.3,5.2,4.5,3.9,14.9,10.2,18.1,19.2,8.2,1.6,1.7,6485
Lakewood,88660,California,6.3,6.2,6.5,6.2,7.0,7.3,12.6,13.9,15.1,13.5,6.0,4.1,1.5,80926
Templeton,88650,California,5.4,7.2,6.0,7.2,6.9,4.4,8.7,13.2,16.8,16.0,6.2,5.5,3.8,7753
French Valley,88614,California,9.2,8.7,9.2,8.7,8.1,6.2,14.7,15.9,12.1,9.3,4.8,1.4,0.4,26753
Pasadena,88600,California,6.1,4.6,5.2,4.6,5.4,7.1,18.4,14.4,13.4,11.1,7.2,4.6,2.7,139065
Rancho Cucamonga,88529,California,6.2,6.3,7.3,6.3,7.6,7.5,14.7,15.3,15.2,11.0,5.4,2.5,1.1,170170
Mather,88452,California,8.4,5.9,8.9,5.9,9.4,4.7,13.8,20.1,12.4,9.9,4.5,1.5,0.4,4806
Woodcrest,88207,California,4.9,5.3,6.4,5.3,8.3,8.4,12.2,10.4,17.9,14.0,7.8,3.6,0.9,15951
Ripon,88176,California,5.9,10.1,8.6,10.1,7.3,5.3,12.1,13.1,14.3,10.5,6.9,3.7,2.3,14645
Point Reyes Station,88098,California,1.9,6.5,3.4,6.5,6.3,7.8,8.8,10.0,13.1,10.5,16.5,10.3,5.0,848
Pismo Beach,88041,California,5.7,3.3,7.0,3.3,2.7,6.7,12.6,8.3,12.7,16.8,12.5,7.8,3.9,7789
Placentia,87403,California,6.5,6.8,6.8,6.8,6.7,8.1,12.7,13.4,14.3,11.1,7.7,4.0,1.9,51860
East Pasadena,87273,California,6.8,8.5,4.0,8.5,5.2,4.1,11.4,16.7,15.5,12.5,9.5,4.1,1.7,6123
Meadow Vista,87026,California,3.1,2.9,8.9,2.9,5.7,3.9,5.4,8.6,21.9,16.2,12.1,9.1,2.3,3072
Bend,86964,California,1.7,2.2,6.7,2.2,6.6,3.9,6.1,10.6,15.3,26.7,12.0,7.8,0.5,641
Temecula,86773,California,6.8,7.7,8.9,7.7,9.6,7.0,11.7,14.6,16.3,9.3,5.0,2.7,0.8,104955
Cameron Park,86690,California,5.3,5.8,8.5,5.8,7.4,4.9,10.1,12.7,15.5,13.8,9.4,3.7,2.8,18831
Santee,86397,California,6.6,6.8,6.9,6.8,7.3,6.6,13.5,13.6,16.4,11.2,6.5,3.1,1.8,55435
Aptos Hills-Larkin Valley,86310,California,7.3,4.8,4.9,4.8,6.4,3.4,8.8,9.6,14.7,19.3,16.8,3.2,0.9,1808
Gilroy,86098,California,8.2,8.8,7.8,8.8,8.1,7.0,13.4,13.8,13.8,10.5,5.0,2.3,1.3,50776
Monrovia,86034,California,7.8,6.2,5.8,6.2,5.7,5.7,15.9,14.1,14.8,13.2,6.5,3.0,1.4,37035
Vacaville,85931,California,5.9,6.1,6.7,6.1,7.2,7.2,14.2,14.3,15.4,11.9,6.5,3.1,1.5,93994
Redlands,85484,California,6.9,6.5,6.7,6.5,8.8,7.6,13.8,11.8,12.7,12.2,7.0,4.1,2.0,69787
Day Valley,85438,California,2.8,7.0,4.0,7.0,8.1,8.3,6.1,10.9,11.0,19.1,16.0,4.6,2.0,3869
Orange,85123,California,6.3,5.9,6.3,5.9,7.9,8.6,14.5,14.3,14.7,10.4,6.4,3.3,1.4,138980
Elk Grove,84732,California,6.3,7.7,9.2,7.7,8.8,5.9,12.7,14.4,14.8,10.4,5.7,2.9,1.2,158455
Emeryville,84688,California,4.9,2.1,2.4,2.1,1.5,8.3,30.4,17.7,12.3,6.9,8.0,2.0,3.5,10497
Palo Cedro,84643,California,7.0,6.4,9.6,6.4,9.1,1.3,3.8,15.0,13.0,19.7,8.2,2.8,4.2,1626
Lake Of The Pines,84271,California,1.5,1.6,7.4,1.6,5.0,4.3,10.0,7.0,14.1,21.9,15.3,9.5,2.4,3563
Buellton,84267,California,6.0,7.4,5.3,7.4,5.1,6.3,14.4,12.5,13.7,16.7,7.4,4.1,1.0,4924
Mission Hills,84119,California,4.4,4.1,9.9,4.1,8.7,6.2,13.1,12.7,13.0,11.8,8.3,7.0,0.7,3415
Calistoga,83889,California,4.4,6.3,6.8,6.3,4.8,3.1,6.4,13.8,17.5,15.5,11.8,7.3,2.3,5244
Mayflower Village,83885,California,7.7,5.9,7.8,5.9,5.4,3.8,11.2,13.8,15.4,16.2,5.8,4.4,2.6,5779
Oakley,83803,California,6.6,8.0,7.9,8.0,8.2,7.5,12.7,15.6,15.0,10.3,5.2,2.2,0.9,37391
Larkfield-Wikiup,83295,California,4.4,6.1,6.3,6.1,5.6,5.7,14.1,13.0,14.6,16.2,9.1,3.3,1.7,8831
Camanche North Shore,83276,California,4.8,2.9,1.8,2.9,4.3,3.4,14.2,5.2,30.4,21.5,6.3,1.9,3.4,947
East Richmond Heights,83125,California,6.5,3.3,7.0,3.3,4.6,4.7,10.7,12.8,15.9,17.9,10.1,4.4,2.3,3501
Linden,83125,California,10.7,3.5,9.1,3.5,6.5,4.9,7.1,17.7,13.7,12.6,10.4,3.0,0.8,1948
Harbison Canyon,83098,California,6.5,3.8,5.0,3.8,7.9,7.0,12.7,10.7,17.7,17.5,7.9,2.7,0.6,4577
Daly City,83096,California,5.4,5.1,5.1,5.1,5.9,7.6,16.4,14.1,13.1,12.8,8.2,4.4,1.8,103897
Glendora,82961,California,4.7,7.0,6.6,7.0,7.4,7.3,11.1,12.5,15.7,13.5,7.9,4.2,2.2,50855
Oak Hills,82961,California,8.6,6.1,6.8,6.1,6.3,6.5,9.6,10.1,15.1,19.7,7.0,3.0,1.1,10308
Santa Barbara,82769,California,6.2,5.0,4.7,5.0,6.2,9.8,16.4,12.4,12.1,11.9,7.6,4.3,3.4,89669
Shingle Springs,82740,California,2.4,7.5,4.3,7.5,9.2,3.9,7.8,11.7,22.6,14.1,6.6,9.3,0.6,4562
Meridian,82692,California,7.3,3.2,8.2,3.2,9.6,1.1,9.1,9.8,21.7,10.3,14.8,2.5,2.3,438
Pinole,82679,California,5.6,4.9,5.6,4.9,5.1,7.3,13.8,10.1,15.6,15.4,8.7,5.5,2.6,18754
Cambria,82656,California,2.7,4.0,3.7,4.0,4.2,3.1,7.6,7.5,9.0,21.2,23.1,10.0,4.2,6246
Live Oak CDP,82611,California,5.6,7.1,5.8,7.1,6.3,7.5,11.6,14.6,14.5,14.1,6.2,3.8,2.9,17494
Corona,82607,California,7.0,7.5,8.4,7.5,8.4,7.0,13.7,15.3,14.7,9.9,5.0,2.2,1.0,157395
San Juan Capistrano,82399,California,7.1,6.6,6.0,6.6,7.8,5.1,10.6,11.6,14.1,14.7,7.8,5.5,3.2,35562
Truckee,82356,California,6.5,6.3,7.3,6.3,6.2,3.6,15.0,17.3,17.9,12.9,4.3,1.9,0.8,16191
Fieldbrook,82292,California,2.1,7.0,9.5,7.0,4.4,1.2,6.8,10.8,20.9,20.1,12.2,3.6,1.4,812
Burbank,82063,California,5.3,5.4,5.7,5.4,5.3,5.3,16.1,16.3,15.1,11.1,7.1,4.9,2.3,104484
Talmage,81944,California,4.6,6.7,3.5,6.7,13.5,7.9,9.7,10.4,17.8,11.3,3.8,8.8,2.2,1335
Arroyo Grande,81883,California,4.8,4.4,6.2,4.4,7.8,6.4,6.5,12.9,15.2,13.8,12.2,6.4,3.4,17536
Hidden Meadows,81875,California,3.8,6.7,0.7,6.7,1.7,3.2,4.6,9.5,9.4,25.3,20.0,11.7,3.5,3283
Bonadelle Ranchos-Madera Ranchos,81735,California,6.1,5.8,5.2,5.8,9.1,6.8,10.4,10.6,16.4,17.3,9.0,2.5,0.9,8503
Bonsall,81711,California,3.1,7.8,3.7,7.8,7.3,5.3,10.8,13.1,12.8,16.3,12.6,5.2,2.1,4138
Camino,81477,California,4.8,6.7,4.3,6.7,7.4,4.7,8.0,9.1,14.1,20.0,16.2,4.4,0.5,1833
Cold Springs,81458,California,5.6,2.4,5.8,2.4,11.2,14.0,8.4,1.8,10.0,12.0,21.2,5.5,2.3,623
San Buenaventura,81446,California,6.6,5.7,6.2,5.7,5.8,6.9,13.3,13.3,14.8,13.1,7.2,4.6,2.7,108449
Meiners Oaks,81154,California,4.9,5.2,7.1,5.2,4.2,5.6,12.9,12.3,14.1,16.9,8.9,6.1,1.8,3634
Hacienda Heights,81135,California,4.7,5.7,6.7,5.7,6.1,7.2,13.0,13.3,13.1,14.0,8.8,5.5,2.2,55179
Capitola,81133,California,4.7,3.7,6.7,3.7,6.3,8.0,11.2,12.9,14.8,16.0,6.9,6.7,2.2,10043
Aromas,81080,California,4.9,3.7,5.8,3.7,8.0,7.2,12.9,5.3,17.8,20.7,10.4,3.0,0.4,2677
Orcutt,81016,California,5.6,6.5,7.2,6.5,6.1,5.2,9.8,11.6,16.1,13.4,9.0,6.0,3.5,30266
Running Springs,80905,California,7.3,5.9,5.9,5.9,5.6,6.2,12.3,12.4,15.6,16.4,7.9,2.6,1.9,4833
Monterey,80615,California,5.9,4.5,3.5,4.5,4.5,8.7,17.9,12.0,11.7,13.0,8.0,6.0,4.4,28053
Salida,80594,California,6.3,6.7,10.6,6.7,10.7,7.2,12.1,16.4,13.9,8.4,6.5,1.1,0.2,14509
Knightsen,80500,California,2.3,7.1,7.1,7.1,8.3,6.5,6.9,12.2,13.5,13.9,17.8,3.3,1.2,1644
La Quinta,80473,California,5.6,5.0,6.5,5.0,7.5,4.4,9.3,11.4,12.6,14.2,15.0,6.6,2.1,38774
Tracy,80439,California,7.9,8.5,9.6,8.5,8.4,6.2,12.3,15.9,14.4,9.1,4.9,2.1,0.7,84573
Lake Nacimiento,80357,California,3.7,10.2,3.5,10.2,3.7,3.8,11.7,10.4,14.3,21.0,12.7,4.3,0.8,2497
San Lorenzo,80149,California,5.0,6.1,6.1,6.1,6.8,7.2,12.6,12.8,14.6,14.2,7.3,5.0,2.5,24563
Orangevale,80068,California,5.9,5.9,6.1,5.9,6.8,5.3,12.5,13.3,15.6,15.0,8.1,3.7,1.9,34449
Murrieta,79996,California,7.0,8.4,9.0,8.4,8.1,6.9,12.7,13.8,14.0,9.7,5.3,4.0,1.2,106326
Leona Valley,79891,California,2.2,5.8,7.1,5.8,6.4,0.1,6.1,7.7,19.3,24.1,14.1,6.4,0.7,1697
Prunedale,79802,California,6.4,4.9,6.0,4.9,8.5,7.0,10.8,11.4,17.5,15.0,6.9,4.6,1.1,18574
Crest,79632,California,2.8,5.9,2.9,5.9,6.1,5.6,10.0,9.2,18.3,19.8,12.7,4.6,2.1,2393
Dogtown,79565,California,7.3,4.1,6.4,4.1,8.8,3.6,15.6,7.2,11.6,20.7,9.0,3.6,2.1,2475
Canyon Lake,79561,California,6.8,5.8,5.8,5.8,4.1,5.2,12.2,12.0,16.1,14.0,9.8,6.7,1.5,10810
Santa Cruz,79431,California,3.9,3.6,3.8,3.6,13.9,19.7,13.1,10.7,11.0,11.5,4.9,2.6,1.4,62045
Oak View,79375,California,5.2,5.6,4.6,5.6,7.8,8.5,11.3,9.3,20.5,16.9,6.1,2.3,2.1,4347
Lincoln,79017,California,6.4,7.3,6.1,7.3,4.3,4.3,12.5,11.7,10.1,11.5,14.7,8.5,2.6,44397
Vineyard,78987,California,7.2,7.8,9.5,7.8,7.8,6.4,12.8,14.7,16.5,10.0,4.4,2.0,0.9,25640
Alta Sierra,78983,California,3.1,4.8,6.3,4.8,5.1,4.5,8.2,9.7,12.6,18.8,16.2,7.2,3.6,6902
Rodeo,78949,California,6.6,5.2,6.3,5.2,5.3,8.7,17.6,9.3,10.9,15.4,8.5,3.6,2.8,9648
Grand Terrace,78763,California,5.8,6.1,6.0,6.1,5.5,9.7,14.6,11.7,13.5,12.8,7.0,4.5,2.9,12252
Trowbridge,78750,California,12.0,12.5,2.7,12.5,5.4,7.1,13.0,7.1,12.5,10.9,3.8,11.4,1.6,184
San Luis Obispo,78641,California,3.2,3.6,3.6,3.6,8.6,31.0,13.5,7.9,9.0,8.8,5.0,3.7,2.2,45911
Georgetown,78487,California,5.4,6.6,7.1,6.6,5.4,5.3,15.5,8.9,12.8,14.5,9.1,5.7,3.7,2458
San Diego,78414,California,6.3,5.8,5.6,5.8,6.6,9.5,17.9,13.6,13.0,10.5,6.1,3.5,1.7,1341510
Hood,78385,California,2.6,7.7,3.9,7.7,2.9,5.5,3.9,17.4,22.8,17.7,9.3,3.5,2.9,311
Arnold,78353,California,1.8,1.2,7.5,1.2,3.3,1.9,3.3,8.3,23.8,19.0,21.5,7.2,1.3,2728
Chino,78328,California,6.7,6.3,6.2,6.3,7.1,8.5,16.3,14.9,15.5,9.9,5.5,2.4,0.7,80810
Penryn,78315,California,7.0,2.1,8.8,2.1,1.1,8.0,8.8,10.6,17.8,18.8,8.0,7.1,2.0,946
Eucalyptus Hills,78313,California,9.8,8.1,10.6,8.1,2.9,8.2,7.8,12.4,15.7,10.4,7.9,4.6,1.6,5352
Concord,78218,California,7.0,6.5,5.2,6.5,6.1,6.1,15.7,13.7,15.0,11.9,7.1,3.6,1.9,125017
Old Fig Garden,78060,California,7.4,5.3,5.7,5.3,6.2,4.2,9.8,13.2,15.6,14.8,7.9,4.7,5.3,5186
Atascadero,77998,California,5.5,5.6,6.1,5.6,5.5,6.7,12.8,11.5,15.3,15.5,8.3,5.1,2.1,28792
Lake Wildwood,77969,California,4.3,6.2,2.9,6.2,3.8,6.7,6.0,7.3,10.7,13.2,20.2,13.9,4.8,5293
Coronita,77857,California,6.0,7.8,5.5,7.8,6.2,8.3,14.3,13.3,16.5,7.2,8.7,2.6,3.7,3397
Silver Lakes,77791,California,7.8,4.6,4.7,4.6,5.8,5.9,12.2,9.8,16.1,12.8,9.6,8.9,1.9,5706
Ione,77361,California,2.9,3.7,3.6,3.7,6.0,6.9,13.3,20.5,20.3,11.1,7.1,4.1,0.6,7318
Tustin,77327,California,7.2,6.4,7.5,6.4,6.8,7.2,16.4,16.2,13.6,9.7,5.0,2.9,1.1,77765
Solvang,77159,California,5.3,4.9,4.3,4.9,3.3,6.0,8.6,12.5,13.4,14.9,11.4,8.2,7.3,5345
Auburn,77027,California,4.5,5.1,5.5,5.1,4.7,6.5,10.9,11.2,16.3,14.7,10.8,5.6,4.2,13690
Lake Almanor Peninsula,77000,California,1.3,7.2,1.1,7.2,1.1,4.0,3.0,18.9,3.8,30.4,19.6,4.5,5.1,470
Carson,76997,California,6.0,5.5,6.5,5.5,7.4,8.4,13.4,12.5,14.5,11.6,8.3,4.7,1.2,92475
Costa Mesa,76781,California,6.7,6.3,5.3,6.3,5.9,7.7,20.3,14.6,14.3,10.0,4.8,2.6,1.5,111635
San Leandro,76781,California,4.9,6.2,5.9,6.2,5.6,6.7,13.0,14.6,15.6,13.8,7.1,3.9,2.7,87159
Carpinteria,76311,California,5.2,4.3,4.8,4.3,5.4,6.8,13.8,11.6,15.4,15.9,8.7,5.2,3.0,13323
Rainbow,76250,California,3.8,4.1,3.8,4.1,2.7,5.4,11.3,11.7,16.9,17.2,13.7,7.2,2.3,1678
Fullerton,76187,California,6.3,6.2,6.4,6.2,7.5,9.3,14.7,13.3,13.9,10.1,6.0,4.3,2.2,137945
Suisun,76051,California,6.3,9.2,7.7,9.2,7.8,6.0,15.7,13.9,13.9,11.3,5.5,2.3,0.6,28627
Rough And Ready,75978,California,8.7,3.9,4.9,3.9,2.6,10.7,19.8,8.2,16.1,9.6,6.1,7.6,1.8,1195
Beaumont,75809,California,9.3,8.0,7.4,8.0,7.3,5.5,13.9,15.4,11.7,10.3,7.6,2.8,0.9,39620
Warm Springs,75714,California,11.1,5.3,13.0,5.3,7.7,6.2,15.7,15.5,13.9,4.6,4.2,2.6,0.3,3163
Cotati,75461,California,4.9,6.2,6.7,6.2,5.5,12.0,13.9,12.1,15.7,12.1,6.2,3.7,1.1,7347
North El Monte,75426,California,3.8,3.4,8.8,3.4,6.2,5.4,8.7,11.7,15.3,22.5,5.1,4.8,4.5,3924
Plumas Lake,75400,California,13.4,9.5,10.0,9.5,5.7,2.7,23.4,14.4,9.3,6.9,2.7,1.6,0.4,6380
Campo,75272,California,11.4,4.0,1.2,4.0,11.4,5.4,16.9,7.5,14.4,17.9,6.6,3.0,0.5,3031
Pioneer,75104,California,1.7,5.3,0.9,5.3,5.0,2.6,9.1,3.8,12.7,27.4,15.6,11.7,4.1,1237
Fairfield,75091,California,6.8,7.6,6.8,7.6,6.8,8.7,14.9,12.6,14.4,10.3,6.1,3.8,1.3,107983
Durham,75050,California,4.0,7.2,9.3,7.2,5.6,9.7,8.2,10.6,18.6,12.1,9.2,2.9,2.8,5743
Napa,74981,California,6.5,6.4,6.7,6.4,6.9,6.5,14.1,12.7,14.0,12.4,7.1,4.4,2.4,78511
Dunnigan,74828,California,3.4,6.8,2.5,6.8,7.5,5.9,3.1,18.0,13.5,24.4,8.2,6.1,0.8,1017
Chula Vista,74703,California,7.1,7.5,7.3,7.5,8.0,7.5,14.5,13.9,14.1,9.5,5.9,3.5,1.5,253031
Imperial,74683,California,9.0,8.9,9.3,8.9,9.0,5.8,16.0,13.0,13.4,7.3,5.0,2.7,0.8,15782
Whittier,74628,California,6.7,6.3,6.7,6.3,8.3,8.1,13.8,13.5,13.9,10.4,5.8,4.2,2.4,86400
Lakeside,74608,California,6.1,8.0,7.2,8.0,6.7,7.3,11.2,11.4,16.0,12.7,7.8,3.9,1.8,21079
Avocado Heights,74382,California,6.6,4.4,6.8,4.4,7.8,8.9,15.8,12.3,12.0,11.2,7.7,4.7,1.8,15432
Clovis,74201,California,6.8,8.1,7.9,8.1,8.1,8.0,12.9,12.6,14.0,10.4,6.4,3.3,1.7,98815
Montalvin,73864,California,4.8,8.0,6.0,8.0,7.8,9.1,15.3,6.3,16.5,8.2,9.8,5.5,2.7,3055
Cedar Ridge,73750,California,1.0,4.3,5.6,4.3,3.1,6.7,8.7,7.8,19.5,20.9,14.8,6.6,1.1,1132
Johnstonville,73654,California,6.8,7.5,6.0,7.5,10.5,7.1,5.8,16.0,16.9,13.0,9.1,1.4,0.2,1072
